# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:1901698	BP	e	response to nitrogen compound	4/4	875/20424	3.3466831565478393e-06	3	4	0.0036835029113746896	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0051412	BP	e	response to corticosterone	2/4	17/20424	3.908718515853178e-06	8	2	0.004015296240718775	ENSG00000118689, ENSG00000170345
GO:0030728	BP	e	ovulation	2/4	18/20424	4.397021110868044e-06	3	2	0.004081102783066832	ENSG00000087245, ENSG00000118689
GO:0048545	BP	e	response to steroid hormone	3/4	214/20424	4.502482141095213e-06	5	3	0.004081102783066832	ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0009719	BP	e	response to endogenous stimulus	4/4	986/20424	5.400402695460142e-06	2	4	0.004308321578172072	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0035902	BP	e	response to immobilization stress	2/4	20/20424	5.459639698119657e-06	3	2	0.004308321578172072	ENSG00000118689, ENSG00000170345
GO:0062197	BP	e	cellular response to chemical stress	3/4	230/20424	5.591954803260527e-06	4	3	0.004308321578172072	ENSG00000087245, ENSG00000118689, ENSG00000170345
GO:0007568	BP	e	aging	3/4	234/20424	5.889262443634544e-06	2	3	0.004321316428284032	ENSG00000087245, ENSG00000118689, ENSG00000170345
GO:0009410	BP	e	response to xenobiotic stimulus	3/4	293/20424	1.15662998709892e-05	3	3	0.007699284132966849	ENSG00000087245, ENSG00000118689, ENSG00000170345
GO:0032870	BP	e	cellular response to hormone stimulus	3/4	299/20424	1.2291309255809935e-05	5	3	0.007699284132966849	ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0038034	BP	e	signal transduction in absence of ligand	2/4	30/20424	1.2491537628929277e-05	5	2	0.007699284132966849	ENSG00000118689, ENSG00000153094
GO:0097192	BP	e	extrinsic apoptotic signaling pathway in absence of ligand	2/4	30/20424	1.2491537628929277e-05	7	2	0.007699284132966849	ENSG00000118689, ENSG00000153094
GO:1901214	BP	e	regulation of neuron death	3/4	305/20424	1.3045884561802708e-05	5	3	0.007731693662031459	ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0051385	BP	e	response to mineralocorticoid	2/4	32/20424	1.424136320663283e-05	7	2	0.00812759872781501	ENSG00000118689, ENSG00000170345
GO:1901700	BP	e	response to oxygen-containing compound	4/4	1318/20424	1.7268205605621895e-05	3	4	0.009503063577750992	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0071310	BP	e	cellular response to organic substance	4/4	1354/20424	1.9235916589779297e-05	4	4	0.009949503025209586	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0006979	BP	e	response to oxidative stress	3/4	348/20424	1.9370828136562244e-05	3	3	0.009949503025209586	ENSG00000087245, ENSG00000118689, ENSG00000170345
GO:1901652	BP	e	response to peptide	3/4	361/20424	2.162008793760082e-05	5	3	0.01065733918241092	ENSG00000087245, ENSG00000118689, ENSG00000153094
GO:1904646	BP	e	cellular response to amyloid-beta	2/4	40/20424	2.2383986064651737e-05	7	2	0.01065733918241092	ENSG00000118689, ENSG00000153094
GO:0071407	BP	e	cellular response to organic cyclic compound	3/4	371/20424	2.3463545985171295e-05	5	3	0.01065733918241092	ENSG00000087245, ENSG00000118689, ENSG00000153094
GO:0071392	BP	e	cellular response to estradiol stimulus	2/4	41/20424	2.3530344742639726e-05	6	2	0.01065733918241092	ENSG00000087245, ENSG00000153094
GO:0033554	BP	e	cellular response to stress	4/4	1434/20424	2.420707842068805e-05	3	4	0.01065733918241092	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0022414	BP	e	reproductive process	4/4	1455/20424	2.5658071685412794e-05	1	4	0.01098236740557016	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:1902895	BP	e	positive regulation of pri-miRNA transcription by RNA polymerase II	2/4	45/20424	2.8401160001181227e-05	12	2	0.011827931742113554	ENSG00000118689, ENSG00000170345
GO:0022602	BP	e	ovulation cycle process	2/4	46/20424	2.969018086474259e-05	2	2	0.01187570103850182	ENSG00000087245, ENSG00000118689
GO:0071396	BP	e	cellular response to lipid	3/4	403/20424	3.0057261373325395e-05	5	3	0.01187570103850182	ENSG00000087245, ENSG00000118689, ENSG00000153094
GO:0043525	BP	e	positive regulation of neuron apoptotic process	2/4	49/20424	3.3728314505710395e-05	8	2	0.012992989955462286	ENSG00000118689, ENSG00000153094
GO:0010941	BP	e	regulation of cell death	4/4	1569/20424	3.470516709838222e-05	4	4	0.013043217556560282	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0071417	BP	e	cellular response to organonitrogen compound	3/4	432/20424	3.700272428144341e-05	5	3	0.013575594725065749	ENSG00000087245, ENSG00000118689, ENSG00000153094
GO:0071385	BP	e	cellular response to glucocorticoid stimulus	2/4	52/20424	3.802293679376174e-05	8	2	0.013625475187327317	ENSG00000118689, ENSG00000153094
GO:0070887	BP	e	cellular response to chemical stimulus	4/4	1661/20424	4.3598647443193627e-05	3	4	0.015268444510276603	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0071384	BP	e	cellular response to corticosteroid stimulus	2/4	58/20424	4.738104097057813e-05	7	2	0.01607792321401231	ENSG00000118689, ENSG00000153094
GO:1901699	BP	e	cellular response to nitrogen compound	3/4	474/20424	4.883200293965153e-05	4	3	0.01607792321401231	ENSG00000087245, ENSG00000118689, ENSG00000153094
GO:1902893	BP	e	regulation of pri-miRNA transcription by RNA polymerase II	2/4	59/20424	4.9040326501303036e-05	11	2	0.01607792321401231	ENSG00000118689, ENSG00000170345
GO:0043065	BP	e	positive regulation of apoptotic process	3/4	494/20424	5.5250636481308963e-05	7	3	0.017736605365426872	ENSG00000087245, ENSG00000118689, ENSG00000153094
GO:0043068	BP	e	positive regulation of programmed cell death	3/4	508/20424	6.0061066340044094e-05	6	3	0.018887366759872234	ENSG00000087245, ENSG00000118689, ENSG00000153094
GO:0007166	BP	e	cell surface receptor signaling pathway	4/4	1884/20424	7.219448401594791e-05	5	4	0.02224889608403483	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0071383	BP	e	cellular response to steroid hormone stimulus	2/4	76/20424	8.159532221241888e-05	6	2	0.024652986666101225	ENSG00000118689, ENSG00000153094
GO:0048609	BP	e	multicellular organismal reproductive process	3/4	573/20424	8.603991269079746e-05	2	3	0.025495942589471115	ENSG00000087245, ENSG00000118689, ENSG00000153094
GO:0010033	BP	e	response to organic substance	4/4	2103/20424	0.00011211964530222675	3	4	0.03259720027286815	ENSG00000087245, ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0097191	BP	e	extrinsic apoptotic signaling pathway	2/4	91/20424	0.00011712456414634527	6	2	0.033421711276500635	ENSG00000118689, ENSG00000153094
GO:0045639	BP	e	positive regulation of myeloid cell differentiation	2/4	96/20424	0.00013038174132343677	7	2	0.03652822276459704	ENSG00000118689, ENSG00000170345
GO:0044706	BP	e	multi-multicellular organism process	2/4	100/20424	0.00014149575171116104	2	2	0.03893407210923715	ENSG00000087245, ENSG00000170345
GO:0044703	BP	e	multi-organism reproductive process	2/4	109/20424	0.00016815218453535106	2	2	0.045457140552723235	ENSG00000087245, ENSG00000170345
GO:0034614	BP	e	cellular response to reactive oxygen species	2/4	111/20424	0.00017438576807743056	6	2	0.0463294879362953	ENSG00000087245, ENSG00000170345
