# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0046635	BP	e	positive regulation of alpha-beta T cell activation	3/7	67/20424	1.169914630470618e-06	9	3	0.0015022678784101461	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0043376	BP	e	regulation of CD8-positive, alpha-beta T cell differentiation	2/7	7/20424	2.112777542649923e-06	10	2	0.002504291473437897	ENSG00000020633, ENSG00000159216
GO:0045582	BP	e	positive regulation of T cell differentiation	3/7	93/20424	3.1569780328461105e-06	9	3	0.0034747053220089796	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:2001187	BP	e	positive regulation of CD8-positive, alpha-beta T cell activation	2/7	9/20424	3.6207219954220034e-06	10	2	0.0036091134627112354	ENSG00000020633, ENSG00000159216
GO:1902106	BP	e	negative regulation of leukocyte differentiation	3/7	99/20424	3.8124882968221143e-06	7	3	0.0036091134627112354	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:1903707	BP	e	negative regulation of hemopoiesis	3/7	101/20424	4.049525228319858e-06	6	3	0.0036091134627112354	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0048935	BP	e	peripheral nervous system neuron development	2/7	10/20424	4.52516367987909e-06	5	2	0.0036091134627112354	ENSG00000020633, ENSG00000159216
GO:0046634	BP	e	regulation of alpha-beta T cell activation	3/7	105/20424	4.552515497599157e-06	8	3	0.0036091134627112354	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0045621	BP	e	positive regulation of lymphocyte differentiation	3/7	106/20424	4.684422691558486e-06	8	3	0.0036091134627112354	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0045785	BP	e	positive regulation of cell adhesion	4/7	440/20424	7.064370531258423e-06	5	4	0.005133829200231329	ENSG00000020633, ENSG00000049768, ENSG00000124126, ENSG00000159216
GO:0050868	BP	e	negative regulation of T cell activation	3/7	123/20424	7.329758089758534e-06	8	3	0.005133829200231329	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:1903038	BP	e	negative regulation of leukocyte cell-cell adhesion	3/7	134/20424	9.481242450289474e-06	7	3	0.006352020213761327	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0045580	BP	e	regulation of T cell differentiation	3/7	149/20424	1.303584606078635e-05	8	3	0.00836955633127737	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:1903708	BP	e	positive regulation of hemopoiesis	3/7	155/20424	1.4673484076050103e-05	6	3	0.008696296774148309	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:1902107	BP	e	positive regulation of leukocyte differentiation	3/7	155/20424	1.4673484076050103e-05	7	3	0.008696296774148309	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0051250	BP	e	negative regulation of lymphocyte activation	3/7	158/20424	1.554098183344789e-05	7	3	0.008869295891540688	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:2001185	BP	e	regulation of CD8-positive, alpha-beta T cell activation	2/7	19/20424	1.717037309496826e-05	9	2	0.009449224250727355	ENSG00000020633, ENSG00000159216
GO:0045619	BP	e	regulation of lymphocyte differentiation	3/7	178/20424	2.220346479627201e-05	7	3	0.011797696173991566	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0006357	BP	e	regulation of transcription by RNA polymerase II	6/7	2547/20424	2.339903761897675e-05	10	6	0.012018525689027091	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0022408	BP	e	negative regulation of cell-cell adhesion	3/7	188/20424	2.61448274816755e-05	6	3	0.012589551458285556	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0002695	BP	e	negative regulation of leukocyte activation	3/7	188/20424	2.61448274816755e-05	6	3	0.012589551458285556	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0050866	BP	e	negative regulation of cell activation	3/7	210/20424	3.638232749800126e-05	5	3	0.01672531236783495	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0048468	BP	e	cell development	4/7	669/20424	3.690444678476139e-05	3	4	0.01672531236783495	ENSG00000020633, ENSG00000049768, ENSG00000159216, ENSG00000205250
GO:0048869	BP	e	cellular developmental process	6/7	2782/20424	3.931522234535145e-05	2	6	0.01730880746055773	ENSG00000020633, ENSG00000049768, ENSG00000124126, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0050870	BP	e	positive regulation of T cell activation	3/7	222/20424	4.293970187482818e-05	8	3	0.018379385171922984	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0030155	BP	e	regulation of cell adhesion	4/7	735/20424	5.338498851008181e-05	4	4	0.020862769894654767	ENSG00000020633, ENSG00000049768, ENSG00000124126, ENSG00000159216
GO:0045893	BP	e	positive regulation of transcription, DNA-templated	5/7	1612/20424	5.5846577110025404e-05	10	5	0.020862769894654767	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000205250
GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	5/7	1612/20424	5.5846577110025404e-05	9	5	0.020862769894654767	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000205250
GO:1903039	BP	e	positive regulation of leukocyte cell-cell adhesion	3/7	243/20424	5.620575763313859e-05	7	3	0.020862769894654767	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0032502	BP	e	developmental process	7/7	5050/20424	5.632404953431042e-05	1	7	0.020862769894654767	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000124126, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:1902680	BP	e	positive regulation of RNA biosynthetic process	5/7	1618/20424	5.686523042218835e-05	8	5	0.020862769894654767	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000205250
GO:0051254	BP	e	positive regulation of RNA metabolic process	5/7	1709/20424	7.419169895197924e-05	7	5	0.026586509050024375	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000205250
GO:1902105	BP	e	regulation of leukocyte differentiation	3/7	277/20424	8.296174015202723e-05	6	3	0.028457132792741525	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0045597	BP	e	positive regulation of cell differentiation	4/7	823/20424	8.310539137344206e-05	5	4	0.028457132792741525	ENSG00000020633, ENSG00000049768, ENSG00000124126, ENSG00000159216
GO:0048856	BP	e	anatomical structure development	6/7	3180/20424	8.609583937328199e-05	2	6	0.02884023454136744	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0007162	BP	e	negative regulation of cell adhesion	3/7	284/20424	8.934287003697037e-05	5	3	0.029291154987227157	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0022409	BP	e	positive regulation of cell-cell adhesion	3/7	288/20424	9.312988824983233e-05	6	3	0.029896634334201384	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	5/7	1850/20424	0.00010897377481497097	6	5	0.034268916247426284	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000205250
GO:0002062	BP	e	chondrocyte differentiation	2/7	48/20424	0.00011272903789915595	4	2	0.03433809913454654	ENSG00000020633, ENSG00000159216
GO:0002521	BP	e	leukocyte differentiation	3/7	308/20424	0.00011365066233122677	4	3	0.03433809913454654	ENSG00000124126, ENSG00000159216, ENSG00000185811
GO:0006355	BP	e	regulation of transcription, DNA-templated	6/7	3369/20424	0.00012065540436700684	9	6	0.03439339289283577	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:1903506	BP	e	regulation of nucleic acid-templated transcription	6/7	3370/20424	0.00012086469602413335	8	6	0.03439339289283577	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	5/7	1894/20424	0.0001221050807149142	6	5	0.03439339289283577	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000205250
GO:2001141	BP	e	regulation of RNA biosynthetic process	6/7	3379/20424	0.0001227618021355031	7	6	0.03439339289283577	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0051251	BP	e	positive regulation of lymphocyte activation	3/7	323/20424	0.00013084555492972022	7	3	0.03600355635557248	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0031328	BP	e	positive regulation of cellular biosynthetic process	5/7	1951/20424	0.00014092917479607755	6	5	0.03804592485218736	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000205250
GO:1903037	BP	e	regulation of leukocyte cell-cell adhesion	3/7	333/20424	0.00014320615493717092	6	3	0.03804592485218736	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0050863	BP	e	regulation of T cell activation	3/7	340/20424	0.00015229850994985002	7	3	0.03934339255141695	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0009891	BP	e	positive regulation of biosynthetic process	5/7	1985/20424	0.00015319641463333228	5	5	0.03934339255141695	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000205250
GO:0030154	BP	e	cell differentiation	5/7	2001/20424	0.00015925146387310972	3	5	0.040227964046241765	ENSG00000020633, ENSG00000124126, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:1903706	BP	e	regulation of hemopoiesis	3/7	363/20424	0.00018481623225376234	5	3	0.0455408643391262	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0032663	BP	e	regulation of interleukin-2 production	2/7	62/20424	0.00018854928348793597	7	2	0.0455408643391262	ENSG00000049768, ENSG00000159216
GO:0051252	BP	e	regulation of RNA metabolic process	6/7	3639/20424	0.00018915019259550111	6	6	0.0455408643391262	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0046649	BP	e	lymphocyte activation	3/7	369/20424	0.00019398628564462955	4	3	0.04565335627566641	ENSG00000049768, ENSG00000124126, ENSG00000185811
GO:0002696	BP	e	positive regulation of leukocyte activation	3/7	370/20424	0.00019554296282652884	6	3	0.04565335627566641	ENSG00000020633, ENSG00000049768, ENSG00000159216
GO:0000785	CC	e	chromatin	6/7	1094/20424	1.5574289033543105e-07	2	6	0.000298096218028203	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0016513	CC	e	core-binding factor complex	2/7	3/20424	3.020225106668724e-07	4	2	0.000298096218028203	ENSG00000020633, ENSG00000159216
GO:0090575	CC	e	RNA polymerase II transcription regulator complex	3/7	241/20424	5.483992078263239e-05	3	3	0.036084667874972116	ENSG00000020633, ENSG00000159216, ENSG00000205250
GO:0140110	MF	e	transcription regulator activity	6/7	1919/20424	4.398117895951451e-06	1	6	0.021300084970092874	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	5/7	1196/20424	1.2986726765828193e-05	9	5	0.022833427953138214	ENSG00000020633, ENSG00000049768, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	5/7	1217/20424	1.4144184154328855e-05	8	5	0.022833427953138214	ENSG00000020633, ENSG00000049768, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0003677	MF	e	DNA binding	6/7	2473/20424	1.966980220650353e-05	4	6	0.023794030445639533	ENSG00000020633, ENSG00000049768, ENSG00000117713, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	5/7	1412/20424	2.9275340361785942e-05	8	5	0.023794030445639533	ENSG00000020633, ENSG00000049768, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0003700	MF	e	DNA-binding transcription factor activity	5/7	1414/20424	2.9478460184562705e-05	2	5	0.023794030445639533	ENSG00000020633, ENSG00000049768, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	5/7	1506/20424	4.009682999108102e-05	7	5	0.024431201375883595	ENSG00000020633, ENSG00000049768, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0001067	MF	e	regulatory region nucleic acid binding	5/7	1508/20424	4.035713628062539e-05	4	5	0.024431201375883595	ENSG00000020633, ENSG00000049768, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:1990837	MF	e	sequence-specific double-stranded DNA binding	5/7	1563/20424	4.805456763386498e-05	6	5	0.02585869678342312	ENSG00000020633, ENSG00000049768, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0003690	MF	e	double-stranded DNA binding	5/7	1657/20424	6.384870251985491e-05	5	5	0.028776743674165575	ENSG00000020633, ENSG00000049768, ENSG00000159216, ENSG00000185811, ENSG00000205250
GO:0043565	MF	e	sequence-specific DNA binding	5/7	1665/20424	6.536117704229224e-05	5	5	0.028776743674165575	ENSG00000020633, ENSG00000049768, ENSG00000159216, ENSG00000185811, ENSG00000205250
