# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	7/9	1894/20424	1.7758569558984767e-06	6	7	0.0008827154784980525	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0031328	BP	e	positive regulation of cellular biosynthetic process	7/9	1951/20424	2.1746131030621075e-06	6	7	0.0010471441657838754	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0031347	BP	e	regulation of defense response	5/9	595/20424	2.3596529804679643e-06	5	5	0.0011018149326069958	ENSG00000109320, ENSG00000115415, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0009891	BP	e	positive regulation of biosynthetic process	7/9	1985/20424	2.4468386942716087e-06	5	7	0.0011089216894126829	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0031325	BP	e	positive regulation of cellular metabolic process	8/9	3186/20424	2.6988613309086044e-06	5	8	0.0011881929785134482	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0006955	BP	e	immune response	6/9	1193/20424	2.828805829169163e-06	2	6	0.0012108074728241008	ENSG00000077150, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0071316	BP	e	cellular response to nicotine	2/9	7/20424	3.6207219953633193e-06	4	2	0.0014332439151557197	ENSG00000109320, ENSG00000173039
GO:2000630	BP	e	positive regulation of miRNA metabolic process	2/9	7/20424	3.6207219953633193e-06	8	2	0.0014332439151557197	ENSG00000109320, ENSG00000173039
GO:0010033	BP	e	response to organic substance	7/9	2103/20424	3.627523699855479e-06	3	7	0.0014332439151557197	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000233816
GO:0014070	BP	e	response to organic cyclic compound	5/9	715/20424	5.811727539081539e-06	4	5	0.002227594685173285	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000233816
GO:0071310	BP	e	cellular response to organic substance	6/9	1354/20424	5.927145310669394e-06	4	6	0.002227594685173285	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039
GO:0050896	BP	e	response to stimulus	9/9	5402/20424	6.303675758809566e-06	1	9	0.002312698565892776	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0042981	BP	e	regulation of apoptotic process	6/9	1398/20424	7.141374995694273e-06	6	6	0.002559103425782629	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0043067	BP	e	regulation of programmed cell death	6/9	1426/20424	8.015389980251949e-06	5	6	0.002807026004675052	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:2000628	BP	e	regulation of miRNA metabolic process	2/9	11/20424	9.474178069771964e-06	7	2	0.0032441691083803597	ENSG00000109320, ENSG00000173039
GO:1904385	BP	e	cellular response to angiotensin	2/9	12/20424	1.136641554045452e-05	8	2	0.0038075021100622544	ENSG00000109320, ENSG00000173039
GO:0006357	BP	e	regulation of transcription by RNA polymerase II	7/9	2547/20424	1.3316167811977836e-05	10	7	0.004365719783292904	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0010941	BP	e	regulation of cell death	6/9	1569/20424	1.3965075864847085e-05	4	6	0.004403376641377306	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0042221	BP	e	response to chemical	7/9	2566/20424	1.4002560544323966e-05	2	7	0.004403376641377306	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000233816
GO:0051239	BP	e	regulation of multicellular organismal process	7/9	2581/20424	1.4565372978344563e-05	3	7	0.004488756644466228	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:1901698	BP	e	response to nitrogen compound	5/9	875/20424	1.5568358316659154e-05	3	5	0.004641876430259149	ENSG00000109320, ENSG00000115415, ENSG00000171855, ENSG00000173039, ENSG00000233816
GO:0038061	BP	e	NIK/NF-kappaB signaling	2/9	14/20424	1.566471376296163e-05	6	2	0.004641876430259149	ENSG00000077150, ENSG00000173039
GO:0002250	BP	e	adaptive immune response	4/9	395/20424	1.607782745496089e-05	3	4	0.004674400816103629	ENSG00000077150, ENSG00000171855, ENSG00000185507, ENSG00000233816
GO:0048518	BP	e	positive regulation of biological process	9/9	6020/20424	1.6721239976785664e-05	3	9	0.004761784410356475	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0071356	BP	e	cellular response to tumor necrosis factor	3/9	122/20424	1.7015351249953296e-05	6	3	0.004761784410356475	ENSG00000109320, ENSG00000116815, ENSG00000173039
GO:0060255	BP	e	regulation of macromolecule metabolic process	9/9	6043/20424	1.7305466089945008e-05	4	9	0.004761784410356475	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0071354	BP	e	cellular response to interleukin-6	2/9	15/20424	1.807053904935895e-05	6	2	0.00488506905634337	ENSG00000109320, ENSG00000173039
GO:0070887	BP	e	cellular response to chemical stimulus	6/9	1661/20424	1.9425617744626822e-05	3	6	0.0050807688376724915	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039
GO:0051716	BP	e	cellular response to stimulus	7/9	2694/20424	1.945391403872263e-05	2	7	0.0050807688376724915	ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:1990776	BP	e	response to angiotensin	2/9	18/20424	2.631330789910016e-05	7	2	0.006757696023620573	ENSG00000109320, ENSG00000173039
GO:0001819	BP	e	positive regulation of cytokine production	4/9	460/20424	2.92550152384152e-05	7	4	0.007270865270823223	ENSG00000115415, ENSG00000116815, ENSG00000173039, ENSG00000185507
GO:0070741	BP	e	response to interleukin-6	2/9	19/20424	2.940227000841458e-05	5	2	0.007270865270823223	ENSG00000109320, ENSG00000173039
GO:0034612	BP	e	response to tumor necrosis factor	3/9	147/20424	2.97270758687691e-05	5	3	0.007270865270823223	ENSG00000109320, ENSG00000116815, ENSG00000173039
GO:0033141	BP	e	positive regulation of peptidyl-serine phosphorylation of STAT protein	2/9	20/20424	3.266172257433622e-05	11	2	0.007800138800145981	ENSG00000171855, ENSG00000233816
GO:1901699	BP	e	cellular response to nitrogen compound	4/9	474/20424	3.2903434486954946e-05	4	4	0.007800138800145981	ENSG00000109320, ENSG00000115415, ENSG00000171855, ENSG00000173039
GO:0071375	BP	e	cellular response to peptide hormone stimulus	3/9	156/20424	3.549984756456578e-05	7	3	0.008059922698858553	ENSG00000109320, ENSG00000115415, ENSG00000173039
GO:0006950	BP	e	response to stress	7/9	2948/20424	3.568476764691202e-05	2	7	0.008059922698858553	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0019222	BP	e	regulation of metabolic process	9/9	6555/20424	3.5997014482421895e-05	3	9	0.008059922698858553	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0032727	BP	e	positive regulation of interferon-alpha production	2/9	21/20424	3.609154820048285e-05	9	2	0.008059922698858553	ENSG00000115415, ENSG00000185507
GO:0007165	BP	e	signal transduction	8/9	4455/20424	3.700866094590759e-05	4	8	0.008146663664507002	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0071222	BP	e	cellular response to lipopolysaccharide	3/9	161/20424	3.9004263234533226e-05	6	3	0.008465023833534119	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:0071359	BP	e	cellular response to dsRNA	2/9	22/20424	3.9691629545912305e-05	6	2	0.008480715506354031	ENSG00000109320, ENSG00000171855
GO:0007166	BP	e	cell surface receptor signaling pathway	6/9	1884/20424	4.017731403490456e-05	5	6	0.008480715506354031	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0035458	BP	e	cellular response to interferon-beta	2/9	23/20424	4.3461849313901966e-05	6	2	0.008929381814372205	ENSG00000115415, ENSG00000171855
GO:0033139	BP	e	regulation of peptidyl-serine phosphorylation of STAT protein	2/9	23/20424	4.3461849313901966e-05	10	2	0.008929381814372205	ENSG00000171855, ENSG00000233816
GO:0035994	BP	e	response to muscle stretch	2/9	24/20424	4.7402090267280885e-05	4	2	0.009505375406165478	ENSG00000109320, ENSG00000173039
GO:0071219	BP	e	cellular response to molecule of bacterial origin	3/9	172/20424	4.7499117806135487e-05	5	3	0.009505375406165478	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:0002323	BP	e	natural killer cell activation involved in immune response	2/9	25/20424	5.151223521328776e-05	6	2	0.010176308107712194	ENSG00000171855, ENSG00000233816
GO:0002753	BP	e	cytoplasmic pattern recognition receptor signaling pathway	2/9	26/20424	5.5792167023100093e-05	6	2	0.010780331203720473	ENSG00000173039, ENSG00000185507
GO:0010468	BP	e	regulation of gene expression	8/9	4699/20424	5.5969011376315e-05	5	8	0.010780331203720473	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000116815, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0032647	BP	e	regulation of interferon-alpha production	2/9	27/20424	6.024176860783493e-05	8	2	0.011460066820717636	ENSG00000115415, ENSG00000185507
GO:0001775	BP	e	cell activation	4/9	559/20424	6.269902658216216e-05	2	4	0.011782064641518741	ENSG00000077150, ENSG00000169245, ENSG00000171855, ENSG00000233816
GO:0071216	BP	e	cellular response to biotic stimulus	3/9	199/20424	7.329946911250907e-05	3	3	0.013608090597044004	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:0035456	BP	e	response to interferon-beta	2/9	31/20424	7.973453279278032e-05	5	2	0.014626540664332761	ENSG00000115415, ENSG00000171855
GO:0006355	BP	e	regulation of transcription, DNA-templated	7/9	3369/20424	8.722015597717133e-05	9	7	0.015658585900285134	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:1903506	BP	e	regulation of nucleic acid-templated transcription	7/9	3370/20424	8.739297731355192e-05	8	7	0.015658585900285134	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:2001141	BP	e	regulation of RNA biosynthetic process	7/9	3379/20424	8.89613730984101e-05	7	7	0.015756388483602314	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0008015	BP	e	blood circulation	2/9	34/20424	9.61299090930797e-05	4	2	0.016675726549650317	ENSG00000115415, ENSG00000169245
GO:0080134	BP	e	regulation of response to stress	5/9	1278/20424	9.697717444163921e-05	4	5	0.016675726549650317	ENSG00000109320, ENSG00000115415, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:1901653	BP	e	cellular response to peptide	3/9	219/20424	9.739862349721128e-05	6	3	0.016675726549650317	ENSG00000109320, ENSG00000115415, ENSG00000173039
GO:0002682	BP	e	regulation of immune system process	5/9	1328/20424	0.00011652245959127906	3	5	0.019730709668593617	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0006959	BP	e	humoral immune response	3/9	241/20424	0.0001293306136908462	3	3	0.02166147202567662	ENSG00000169245, ENSG00000171855, ENSG00000233816
GO:0051252	BP	e	regulation of RNA metabolic process	7/9	3639/20424	0.00014568043923274103	6	7	0.02413752567889577	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0035094	BP	e	response to nicotine	2/9	42/20424	0.00014726670568639336	3	2	0.024140773062996123	ENSG00000109320, ENSG00000173039
GO:0042100	BP	e	B cell proliferation	2/9	43/20424	0.00015441514226582505	6	2	0.025046136075516822	ENSG00000171855, ENSG00000233816
GO:0051171	BP	e	regulation of nitrogen compound metabolic process	8/9	5482/20424	0.00018397996193558844	4	8	0.029530700348598775	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0048522	BP	e	positive regulation of cellular process	8/9	5526/20424	0.000195645249451921	4	8	0.031079357204171654	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0043434	BP	e	response to peptide hormone	3/9	279/20424	0.00019931687358844808	6	3	0.03120918987447715	ENSG00000109320, ENSG00000115415, ENSG00000173039
GO:0043330	BP	e	response to exogenous dsRNA	2/9	49/20424	0.00020082313002785888	6	2	0.03120918987447715	ENSG00000171855, ENSG00000233816
GO:0045595	BP	e	regulation of cell differentiation	5/9	1495/20424	0.00020488021319505607	4	5	0.03120918987447715	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000185507
GO:0032496	BP	e	response to lipopolysaccharide	3/9	282/20424	0.0002057025513544325	5	3	0.03120918987447715	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	7/9	3836/20424	0.00020658948453479583	6	7	0.03120918987447715	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0010556	BP	e	regulation of macromolecule biosynthetic process	7/9	3864/20424	0.00021676638615356425	5	7	0.032428672274177395	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	7/9	3889/20424	0.00022620462073820168	5	7	0.03351525962456682	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0080090	BP	e	regulation of primary metabolic process	8/9	5639/20424	0.00022857128689092397	4	8	0.03354338056859283	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0032870	BP	e	cellular response to hormone stimulus	3/9	299/20424	0.0002444171118876935	5	3	0.03553040827431574	ENSG00000109320, ENSG00000115415, ENSG00000173039
GO:0002237	BP	e	response to molecule of bacterial origin	3/9	302/20424	0.0002517057753209917	4	3	0.036131651201168596	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:0033209	BP	e	tumor necrosis factor-mediated signaling pathway	2/9	55/20424	0.0002532428015916807	7	2	0.036131651201168596	ENSG00000115415, ENSG00000173039
GO:0031326	BP	e	regulation of cellular biosynthetic process	7/9	4020/20424	0.00028148030612005603	5	7	0.03946093683355597	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0032481	BP	e	positive regulation of type I interferon production	2/9	58/20424	0.0002816992051198103	8	2	0.03946093683355597	ENSG00000115415, ENSG00000185507
GO:1901701	BP	e	cellular response to oxygen-containing compound	4/9	828/20424	0.0002869760522275483	4	4	0.039837963862831456	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000173039
GO:0030101	BP	e	natural killer cell activation	2/9	59/20424	0.00029151672747862483	5	2	0.04010697547962616	ENSG00000171855, ENSG00000233816
GO:0002684	BP	e	positive regulation of immune system process	4/9	838/20424	0.0003005133910797585	4	4	0.040978857019008844	ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0009889	BP	e	regulation of biosynthetic process	7/9	4080/20424	0.00031033403055768654	4	7	0.041617778706073714	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0031323	BP	e	regulation of cellular metabolic process	8/9	5869/20424	0.00031060059388659074	4	8	0.041617778706073714	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0002286	BP	e	T cell activation involved in immune response	2/9	62/20424	0.00032196384261293644	6	2	0.04204356653239608	ENSG00000171855, ENSG00000233816
GO:0032757	BP	e	positive regulation of interleukin-8 production	2/9	62/20424	0.00032196384261293644	8	2	0.04204356653239608	ENSG00000116815, ENSG00000173039
GO:0032655	BP	e	regulation of interleukin-12 production	2/9	62/20424	0.00032196384261293644	7	2	0.04204356653239608	ENSG00000109320, ENSG00000173039
GO:0002831	BP	e	regulation of response to biotic stimulus	3/9	341/20424	0.00035964143705908213	4	3	0.04656903280372602	ENSG00000115415, ENSG00000171855, ENSG00000185507
GO:0033256	CC	e	I-kappaB/NF-kappaB complex	2/9	4/20424	1.0352015208713753e-06	3	2	0.0020434878022000946	ENSG00000077150, ENSG00000109320
GO:0000785	CC	e	chromatin	5/9	1094/20424	4.5938026626945806e-05	2	5	0.04534083228079551	ENSG00000077150, ENSG00000109320, ENSG00000115415, ENSG00000173039, ENSG00000185507
GO:0005126	MF	e	cytokine receptor binding	4/9	272/20424	3.6786441927923426e-06	4	4	0.017815673825693316	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000233816
