# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0010941	BP	e	regulation of cell death	5/5	1569/20424	2.659823041630916e-06	4	5	0.0018629642385677627	ENSG00000070669, ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0120161	BP	e	regulation of cold-induced thermogenesis	3/5	146/20424	3.541209759602544e-06	4	3	0.0023724565732919827	ENSG00000128272, ENSG00000172216, ENSG00000175197
GO:0097193	BP	e	intrinsic apoptotic signaling pathway	3/5	149/20424	3.7647612617577746e-06	6	3	0.0024171335951010645	ENSG00000128272, ENSG00000172216, ENSG00000175197
GO:0009267	BP	e	cellular response to starvation	3/5	159/20424	4.577257185047557e-06	6	3	0.0028212382385759123	ENSG00000070669, ENSG00000128272, ENSG00000162772
GO:0009605	BP	e	response to external stimulus	5/5	1818/20424	5.560158966966999e-06	2	5	0.0032952495969997882	ENSG00000070669, ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0031669	BP	e	cellular response to nutrient levels	3/5	198/20424	8.846821522518093e-06	5	3	0.0050489138089067145	ENSG00000070669, ENSG00000128272, ENSG00000162772
GO:0043523	BP	e	regulation of neuron apoptotic process	3/5	201/20424	9.255130680308578e-06	7	3	0.005093296737602674	ENSG00000128272, ENSG00000172216, ENSG00000175197
GO:0031668	BP	e	cellular response to extracellular stimulus	3/5	224/20424	1.2807673557443213e-05	4	3	0.006805291098160085	ENSG00000070669, ENSG00000128272, ENSG00000162772
GO:0097190	BP	e	apoptotic signaling pathway	3/5	257/20424	1.932930718823279e-05	5	3	0.009928176482115967	ENSG00000128272, ENSG00000172216, ENSG00000175197
GO:0000122	BP	e	negative regulation of transcription by RNA polymerase II	4/5	940/20424	2.148054912160261e-05	11	4	0.01038123955335334	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0006094	BP	e	gluconeogenesis	2/5	31/20424	2.2232520297271735e-05	7	2	0.01038123955335334	ENSG00000128272, ENSG00000162772
GO:0006984	BP	e	ER-nucleus signaling pathway	2/5	31/20424	2.2232520297271735e-05	5	2	0.01038123955335334	ENSG00000128272, ENSG00000175197
GO:0032673	BP	e	regulation of interleukin-4 production	2/5	32/20424	2.371236420222742e-05	7	2	0.010746582940944775	ENSG00000172216, ENSG00000175197
GO:0019319	BP	e	hexose biosynthetic process	2/5	34/20424	2.6814574494472872e-05	6	2	0.01163100492453258	ENSG00000128272, ENSG00000162772
GO:0071496	BP	e	cellular response to external stimulus	3/5	288/20424	2.7173481555141336e-05	3	3	0.01163100492453258	ENSG00000070669, ENSG00000128272, ENSG00000162772
GO:1901214	BP	e	regulation of neuron death	3/5	305/20424	3.225322093962441e-05	5	3	0.0134321589583425	ENSG00000128272, ENSG00000172216, ENSG00000175197
GO:0046364	BP	e	monosaccharide biosynthetic process	2/5	38/20424	3.358869242631405e-05	5	2	0.013620214778870347	ENSG00000128272, ENSG00000162772
GO:0010628	BP	e	positive regulation of gene expression	4/5	1091/20424	3.877415315224091e-05	6	4	0.0153197673313559	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0051716	BP	e	cellular response to stimulus	5/5	2694/20424	3.980005058344229e-05	2	5	0.015331974486006556	ENSG00000070669, ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0034198	BP	e	cellular response to amino acid starvation	2/5	47/20424	5.160363378016535e-05	7	2	0.01893239030758495	ENSG00000128272, ENSG00000162772
GO:0120163	BP	e	negative regulation of cold-induced thermogenesis	2/5	47/20424	5.160363378016535e-05	5	2	0.01893239030758495	ENSG00000128272, ENSG00000175197
GO:0009066	BP	e	aspartate family amino acid metabolic process	2/5	48/20424	5.3841990760552045e-05	8	2	0.019166355109015862	ENSG00000070669, ENSG00000128272
GO:1990928	BP	e	response to amino acid starvation	2/5	49/20424	5.6127635791554895e-05	6	2	0.019166355109015862	ENSG00000128272, ENSG00000162772
GO:0043525	BP	e	positive regulation of neuron apoptotic process	2/5	49/20424	5.6127635791554895e-05	8	2	0.019166355109015862	ENSG00000128272, ENSG00000175197
GO:0045944	BP	e	positive regulation of transcription by RNA polymerase II	4/5	1204/20424	5.727446953415827e-05	11	4	0.019166355109015862	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0042149	BP	e	cellular response to glucose starvation	2/5	50/20424	5.846055487856093e-05	7	2	0.019166355109015862	ENSG00000070669, ENSG00000128272
GO:0006950	BP	e	response to stress	5/5	2948/20424	6.247008663720833e-05	2	5	0.01989589930868808	ENSG00000070669, ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0070169	BP	e	positive regulation of biomineral tissue development	2/5	52/20424	6.326815926573534e-05	6	2	0.01989589930868808	ENSG00000128272, ENSG00000172216
GO:0110151	BP	e	positive regulation of biomineralization	2/5	53/20424	6.574281660827653e-05	4	2	0.02026062122233866	ENSG00000128272, ENSG00000172216
GO:0045892	BP	e	negative regulation of transcription, DNA-templated	4/5	1276/20424	7.205975725865542e-05	10	4	0.021211106353674174	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:1903507	BP	e	negative regulation of nucleic acid-templated transcription	4/5	1278/20424	7.250716072426685e-05	9	4	0.021211106353674174	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:1902679	BP	e	negative regulation of RNA biosynthetic process	4/5	1280/20424	7.295662513756449e-05	8	4	0.021211106353674174	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0051253	BP	e	negative regulation of RNA metabolic process	4/5	1386/20424	9.989210052325659e-05	7	4	0.028504395869682606	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0001819	BP	e	positive regulation of cytokine production	3/5	460/20424	0.00010974461942313744	7	3	0.030746451648929543	ENSG00000128272, ENSG00000172216, ENSG00000175197
GO:2000113	BP	e	negative regulation of cellular macromolecule biosynthetic process	4/5	1464/20424	0.0001239759642139947	7	4	0.03411331486738293	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0010558	BP	e	negative regulation of macromolecule biosynthetic process	4/5	1474/20424	0.0001273487573630263	6	4	0.034426614073804776	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0045934	BP	e	negative regulation of nucleobase-containing compound metabolic process	4/5	1486/20424	0.0001314854232582522	6	4	0.03493204977562773	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0043065	BP	e	positive regulation of apoptotic process	3/5	494/20424	0.00013563871964247958	7	3	0.035424695440185894	ENSG00000128272, ENSG00000162772, ENSG00000175197
GO:0043068	BP	e	positive regulation of programmed cell death	3/5	508/20424	0.00014737117185842914	6	3	0.03675563355729467	ENSG00000128272, ENSG00000162772, ENSG00000175197
GO:0044283	BP	e	small molecule biosynthetic process	3/5	508/20424	0.00014737117185842914	3	3	0.03675563355729467	ENSG00000070669, ENSG00000128272, ENSG00000162772
GO:0031327	BP	e	negative regulation of cellular biosynthetic process	4/5	1531/20424	0.0001478907963237244	6	4	0.03675563355729467	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0009890	BP	e	negative regulation of biosynthetic process	4/5	1559/20424	0.0001588358183882339	5	4	0.03884922421498883	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:1901216	BP	e	positive regulation of neuron death	2/5	84/20424	0.0001658081151583829	6	2	0.03992089447618003	ENSG00000128272, ENSG00000175197
GO:0045893	BP	e	positive regulation of transcription, DNA-templated	4/5	1612/20424	0.00018118316372493602	10	4	0.042283258619735885	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	4/5	1612/20424	0.00018118316372493602	9	4	0.042283258619735885	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:1902680	BP	e	positive regulation of RNA biosynthetic process	4/5	1618/20424	0.0001838521855748137	8	4	0.042283258619735885	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0010942	BP	e	positive regulation of cell death	3/5	568/20424	0.00020520521753981328	5	3	0.04650010583927916	ENSG00000128272, ENSG00000162772, ENSG00000175197
GO:1990622	CC	e	CHOP-ATF3 complex	2/5	2/20424	4.794790724532954e-08	2	2	4.732458445114025e-05	ENSG00000162772, ENSG00000175197
GO:1990617	CC	e	CHOP-ATF4 complex	2/5	2/20424	4.794790724532954e-08	4	2	4.732458445114025e-05	ENSG00000128272, ENSG00000175197
GO:0090575	CC	e	RNA polymerase II transcription regulator complex	4/5	241/20424	9.368849496368634e-08	3	4	6.164702968610561e-05	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0036488	CC	e	CHOP-C/EBP complex	2/5	3/20424	1.4382963459660004e-07	4	2	7.097992467342211e-05	ENSG00000172216, ENSG00000175197
GO:0005667	CC	e	transcription regulator complex	4/5	493/20424	1.6452169466643802e-06	2	4	0.0006495316505430973	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0000785	CC	e	chromatin	4/5	1094/20424	3.919817554394456e-05	2	4	0.01289619975395776	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0140513	CC	e	nuclear protein-containing complex	4/5	1234/20424	6.312952733736656e-05	2	4	0.01780252670913737	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0046982	MF	e	protein heterodimerization activity	4/5	347/20424	4.0405637948369443e-07	4	4	0.0019568450458395323	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0001228	MF	e	DNA-binding transcription activator activity, RNA polymerase II-specific	4/5	456/20424	1.2047730168214733e-06	4	4	0.002013961004445124	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0001216	MF	e	DNA-binding transcription activator activity	4/5	460/20424	1.2475496620556207e-06	3	4	0.002013961004445124	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0008140	MF	e	cAMP response element binding protein binding	2/5	9/20424	1.7249416022959736e-06	5	2	0.00208847304497985	ENSG00000128272, ENSG00000175197
GO:0043522	MF	e	leucine zipper domain binding	2/5	11/20424	2.6348112042917306e-06	5	2	0.00255207813247697	ENSG00000128272, ENSG00000175197
GO:0030275	MF	e	LRR domain binding	2/5	16/20424	5.745863840764442e-06	4	2	0.004637869763470365	ENSG00000128272, ENSG00000175197
GO:0046983	MF	e	protein dimerization activity	4/5	1059/20424	3.446062421405824e-05	3	4	0.023841829009812007	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	3/5	347/20424	4.7405296899430725e-05	5	3	0.028697981610492876	ENSG00000128272, ENSG00000172216, ENSG00000175197
GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	4/5	1196/20424	5.5783806889412095e-05	9	4	0.02894162494715358	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	4/5	1217/20424	5.97597046193549e-05	8	4	0.02894162494715358	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	4/5	1364/20424	9.377798474377348e-05	3	4	0.03995977400422095	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	4/5	1412/20424	0.00010749387945873749	8	4	0.03995977400422095	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0003700	MF	e	DNA-binding transcription factor activity	4/5	1414/20424	0.00010809589091697317	2	4	0.03995977400422095	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0140297	MF	e	DNA-binding transcription factor binding	3/5	468/20424	0.00011551452324160508	4	3	0.03995977400422095	ENSG00000128272, ENSG00000172216, ENSG00000175197
GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	4/5	1506/20424	0.00013860029899444951	7	4	0.042172589882749516	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:0001067	MF	e	regulatory region nucleic acid binding	4/5	1508/20424	0.00013932716046334757	4	4	0.042172589882749516	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
GO:1990837	MF	e	sequence-specific double-stranded DNA binding	4/5	1563/20424	0.00016044703696022818	6	4	0.04570852941166971	ENSG00000128272, ENSG00000162772, ENSG00000172216, ENSG00000175197
