# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0009891	BP	e	positive regulation of biosynthetic process	7/7	1985/20424	8.113065469540681e-08	5	7	0.0001136492962001385	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0006366	BP	e	transcription by RNA polymerase II	4/7	178/20424	1.9127871309647713e-07	10	4	0.00024561780750863467	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0045944	BP	e	positive regulation of transcription by RNA polymerase II	6/7	1204/20424	2.75741695502598e-07	11	6	0.00032683875276919483	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000164749, ENSG00000186350
GO:0045892	BP	e	negative regulation of transcription, DNA-templated	6/7	1276/20424	3.8973497858949696e-07	10	6	0.00038240062146238716	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:1903507	BP	e	negative regulation of nucleic acid-templated transcription	6/7	1278/20424	3.933869567379149e-07	9	6	0.00038240062146238716	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:1902679	BP	e	negative regulation of RNA biosynthetic process	6/7	1280/20424	3.9706729465884835e-07	8	6	0.00038240062146238716	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0006357	BP	e	regulation of transcription by RNA polymerase II	7/7	2547/20424	4.6567163682714426e-07	10	7	0.00040458827951334834	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:1901700	BP	e	response to oxygen-containing compound	6/7	1318/20424	4.7261918562140763e-07	3	6	0.00040458827951334834	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0051253	BP	e	negative regulation of RNA metabolic process	6/7	1386/20424	6.375693470597438e-07	7	6	0.0005125949366869948	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0050708	BP	e	regulation of protein secretion	4/7	243/20424	6.653188872567912e-07	9	4	0.0005125949366869948	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:2000113	BP	e	negative regulation of cellular macromolecule biosynthetic process	6/7	1464/20424	8.829445507645926e-07	7	6	0.0006439611448141864	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0010558	BP	e	negative regulation of macromolecule biosynthetic process	6/7	1474/20424	9.194071767092026e-07	6	6	0.0006439611448141864	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0045934	BP	e	negative regulation of nucleobase-containing compound metabolic process	6/7	1486/20424	9.648024851705449e-07	6	6	0.0006463757171301272	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0002791	BP	e	regulation of peptide secretion	4/7	272/20424	1.0436148784742557e-06	8	4	0.0006700442359337419	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0031327	BP	e	negative regulation of cellular biosynthetic process	6/7	1531/20424	1.1519409449812021e-06	6	6	0.0007100103208486138	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0009890	BP	e	negative regulation of biosynthetic process	6/7	1559/20424	1.2828817349844006e-06	5	6	0.0007603047943990242	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	7/7	2985/20424	1.415838662160455e-06	5	7	0.0008080243683418686	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0006351	BP	e	transcription, DNA-templated	4/7	300/20424	1.5424365216775565e-06	9	4	0.0008305049192184858	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0097659	BP	e	nucleic acid-templated transcription	4/7	301/20424	1.5630243790859943e-06	8	4	0.0008305049192184858	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0044070	BP	e	regulation of anion transport	5/7	789/20424	1.6724958563662374e-06	6	5	0.0008590496216915784	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910, ENSG00000186350
GO:0031325	BP	e	positive regulation of cellular metabolic process	7/7	3186/20424	2.235202361194467e-06	5	7	0.0011110397801175982	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0006355	BP	e	regulation of transcription, DNA-templated	7/7	3369/20424	3.305667912234117e-06	9	7	0.0014858806268565627	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:1903506	BP	e	regulation of nucleic acid-templated transcription	7/7	3370/20424	3.3125485769559183e-06	8	7	0.0014858806268565627	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0010604	BP	e	positive regulation of macromolecule metabolic process	7/7	3371/20424	3.319441513866105e-06	5	7	0.0014858806268565627	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:2001141	BP	e	regulation of RNA biosynthetic process	7/7	3379/20424	3.375029005125556e-06	7	7	0.0014858806268565627	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0000122	BP	e	negative regulation of transcription by RNA polymerase II	5/7	940/20424	3.9715966364331865e-06	11	5	0.0016999536825221936	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0032774	BP	e	RNA biosynthetic process	4/7	392/20424	4.468529972538379e-06	7	4	0.0018609615769417263	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0032526	BP	e	response to retinoic acid	3/7	109/20424	5.095298131596297e-06	5	3	0.0020661433923622984	ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0045471	BP	e	response to ethanol	3/7	110/20424	5.237385032044494e-06	5	3	0.0020693042553531693	ENSG00000072310, ENSG00000131759, ENSG00000131910
GO:0030154	BP	e	cell differentiation	6/7	2001/20424	5.633915678360437e-06	3	6	0.0021321523712521384	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000164749, ENSG00000186350
GO:0051252	BP	e	regulation of RNA metabolic process	7/7	3639/20424	5.6731940568069105e-06	6	7	0.0021321523712521384	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0009893	BP	e	positive regulation of metabolic process	7/7	3674/20424	6.066681814849372e-06	4	7	0.002225750002024142	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0008203	BP	e	cholesterol metabolic process	3/7	118/20424	6.46971746624519e-06	6	3	0.0023184157311016773	ENSG00000072310, ENSG00000131910, ENSG00000186350
GO:0009749	BP	e	response to glucose	3/7	120/20424	6.805211484805495e-06	7	3	0.0023832159947583605	ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0009755	BP	e	hormone-mediated signaling pathway	3/7	124/20424	7.5103802366831185e-06	5	3	0.002478357043491587	ENSG00000025434, ENSG00000131759, ENSG00000186350
GO:0009746	BP	e	response to hexose	3/7	124/20424	7.5103802366831185e-06	6	3	0.002478357043491587	ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0010033	BP	e	response to organic substance	6/7	2103/20424	7.559399120261184e-06	3	6	0.002478357043491587	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0010867	BP	e	positive regulation of triglyceride biosynthetic process	2/7	13/20424	7.839776340857095e-06	8	2	0.0025167315340888954	ENSG00000025434, ENSG00000072310
GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	7/7	3836/20424	8.20790456690925e-06	6	7	0.0025462898599601658	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:1902652	BP	e	secondary alcohol metabolic process	3/7	128/20424	8.262346226102167e-06	5	3	0.0025462898599601658	ENSG00000072310, ENSG00000131910, ENSG00000186350
GO:0010556	BP	e	regulation of macromolecule biosynthetic process	7/7	3864/20424	8.636925645844422e-06	5	7	0.0026095370054277783	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0034284	BP	e	response to monosaccharide	3/7	131/20424	8.857912473688358e-06	5	3	0.0026248379482127675	ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	7/7	3889/20424	9.036081691217926e-06	5	7	0.0026271128826410757	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0016125	BP	e	sterol metabolic process	3/7	133/20424	9.270342924448526e-06	5	3	0.002645309520793099	ENSG00000072310, ENSG00000131910, ENSG00000186350
GO:0051223	BP	e	regulation of protein transport	4/7	494/20424	1.116910096948445e-05	8	4	0.0031291759425233798	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0031326	BP	e	regulation of cellular biosynthetic process	7/7	4020/20424	1.1396550588468957e-05	5	7	0.0031358830003163957	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0006629	BP	e	lipid metabolic process	5/7	1180/20424	1.2156247530923605e-05	3	5	0.003246899127589672	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910, ENSG00000186350
GO:0051172	BP	e	negative regulation of nitrogen compound metabolic process	6/7	2285/20424	1.2341337724825012e-05	5	6	0.003246899127589672	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0050796	BP	e	regulation of insulin secretion	3/7	147/20424	1.251815291202353e-05	10	3	0.003246899127589672	ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0009889	BP	e	regulation of biosynthetic process	7/7	4080/20424	1.2642867652370714e-05	4	7	0.003246899127589672	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0070201	BP	e	regulation of establishment of protein localization	4/7	519/20424	1.3574866822561277e-05	5	4	0.0033950573627775198	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0048384	BP	e	retinoic acid receptor signaling pathway	2/7	17/20424	1.3660429391408023e-05	6	2	0.0033950573627775198	ENSG00000131759, ENSG00000186350
GO:0090087	BP	e	regulation of peptide transport	4/7	526/20424	1.4312389799854019e-05	7	4	0.003500628800411914	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0009743	BP	e	response to carbohydrate	3/7	155/20424	1.4673484076050103e-05	4	3	0.0035328705644977506	ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0002068	BP	e	glandular epithelial cell development	2/7	18/20424	1.5365474048044362e-05	6	2	0.0035873725697926602	ENSG00000101076, ENSG00000131759
GO:0010866	BP	e	regulation of triglyceride biosynthetic process	2/7	18/20424	1.5365474048044362e-05	7	2	0.0035873725697926602	ENSG00000025434, ENSG00000072310
GO:1903530	BP	e	regulation of secretion by cell	4/7	539/20424	1.5760422230656127e-05	6	4	0.003624661882868362	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0043269	BP	e	regulation of ion transport	5/7	1255/20424	1.644507587605994e-05	5	5	0.0037265025613854065	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910, ENSG00000186350
GO:0016071	BP	e	mRNA metabolic process	4/7	551/20424	1.7190965523032877e-05	7	4	0.0038390664890494723	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0031324	BP	e	negative regulation of cellular metabolic process	6/7	2447/20424	1.8482450096241423e-05	5	6	0.004068515336185487	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0090276	BP	e	regulation of peptide hormone secretion	3/7	177/20424	2.183247289525227e-05	9	3	0.004738261617506228	ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0090208	BP	e	positive regulation of triglyceride metabolic process	2/7	22/20424	2.3183706050134684e-05	7	2	0.004874044563394572	ENSG00000025434, ENSG00000072310
GO:0051046	BP	e	regulation of secretion	4/7	595/20424	2.327127352708721e-05	5	4	0.004874044563394572	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0007165	BP	e	signal transduction	7/7	4455/20424	2.3407054169069913e-05	4	7	0.004874044563394572	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0042221	BP	e	response to chemical	6/7	2566/20424	2.444529415466568e-05	2	6	0.005022367168389913	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0043277	BP	e	apoptotic cell clearance	2/7	23/20424	2.5387532205937343e-05	6	2	0.005147322154753796	ENSG00000025434, ENSG00000131759
GO:0010605	BP	e	negative regulation of macromolecule metabolic process	6/7	2664/20424	3.0475282926756773e-05	5	6	0.006098618631407729	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0010875	BP	e	positive regulation of cholesterol efflux	2/7	26/20424	3.259647016605465e-05	11	2	0.006439474471650463	ENSG00000025434, ENSG00000186350
GO:0010468	BP	e	regulation of gene expression	7/7	4699/20424	3.4006138500221775e-05	5	7	0.006632918837340726	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0048869	BP	e	cellular developmental process	6/7	2782/20424	3.931522234535145e-05	2	6	0.007572603263994006	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000164749, ENSG00000186350
GO:0002066	BP	e	columnar/cuboidal epithelial cell development	2/7	29/20424	4.07005690987914e-05	5	2	0.007742655175842923	ENSG00000101076, ENSG00000131759
GO:0097305	BP	e	response to alcohol	3/7	220/20424	4.1796779034619485e-05	4	3	0.007854226440785995	ENSG00000072310, ENSG00000131759, ENSG00000131910
GO:0009892	BP	e	negative regulation of metabolic process	6/7	2867/20424	4.691330205405286e-05	4	6	0.008709482787360247	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0014070	BP	e	response to organic cyclic compound	4/7	715/20424	4.791179431967116e-05	4	4	0.008762820081530053	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000131910
GO:0046883	BP	e	regulation of hormone secretion	3/7	231/20424	4.833796527549189e-05	7	3	0.008762820081530053	ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0033993	BP	e	response to lipid	4/7	741/20424	5.51133600561285e-05	4	4	0.009874904245405628	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0032502	BP	e	developmental process	7/7	5050/20424	5.632404953431042e-05	1	7	0.00997583079625505	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0034654	BP	e	nucleobase-containing compound biosynthetic process	4/7	769/20424	6.373075995869346e-05	5	4	0.011101314708264459	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0008202	BP	e	steroid metabolic process	3/7	254/20424	6.411947621750514e-05	4	3	0.011101314708264459	ENSG00000072310, ENSG00000131910, ENSG00000186350
GO:0010874	BP	e	regulation of cholesterol efflux	2/7	37/20424	6.667779900289256e-05	10	2	0.011295218606705867	ENSG00000025434, ENSG00000186350
GO:0034645	BP	e	cellular macromolecule biosynthetic process	4/7	785/20424	6.907989537751121e-05	5	4	0.011295218606705867	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0032376	BP	e	positive regulation of cholesterol transport	2/7	38/20424	7.03706266625844e-05	10	2	0.011295218606705867	ENSG00000025434, ENSG00000186350
GO:0070328	BP	e	triglyceride homeostasis	2/7	38/20424	7.03706266625844e-05	7	2	0.011295218606705867	ENSG00000025434, ENSG00000101076
GO:0090207	BP	e	regulation of triglyceride metabolic process	2/7	38/20424	7.03706266625844e-05	6	2	0.011295218606705867	ENSG00000025434, ENSG00000072310
GO:0055090	BP	e	acylglycerol homeostasis	2/7	38/20424	7.03706266625844e-05	6	2	0.011295218606705867	ENSG00000025434, ENSG00000101076
GO:0032373	BP	e	positive regulation of sterol transport	2/7	38/20424	7.03706266625844e-05	9	2	0.011295218606705867	ENSG00000025434, ENSG00000186350
GO:0051049	BP	e	regulation of transport	5/7	1697/20424	7.169555551845624e-05	4	5	0.011389245515297857	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910, ENSG00000186350
GO:0032570	BP	e	response to progesterone	2/7	39/20424	7.416233026846232e-05	6	2	0.011660891297007508	ENSG00000025434, ENSG00000072310
GO:0048511	BP	e	rhythmic process	3/7	268/20424	7.520778723725516e-05	1	3	0.01170582619736227	ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0048856	BP	e	anatomical structure development	6/7	3180/20424	8.609583937328199e-05	2	6	0.013229311210540336	ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0032880	BP	e	regulation of protein localization	4/7	832/20424	8.671298801119955e-05	4	4	0.013229311210540336	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131910
GO:0010646	BP	e	regulation of cell communication	6/7	3200/20424	8.931229380957929e-05	4	6	0.013403982383212904	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0018130	BP	e	heterocycle biosynthetic process	4/7	839/20424	8.959764978070798e-05	4	4	0.013403982383212904	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0023051	BP	e	regulation of signaling	6/7	3216/20424	9.195614332285608e-05	3	6	0.013624540504441243	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000186350
GO:0019438	BP	e	aromatic compound biosynthetic process	4/7	848/20424	9.340961909516263e-05	4	4	0.013708084006070103	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0051171	BP	e	regulation of nitrogen compound metabolic process	7/7	5482/20424	0.00010008520379574181	4	7	0.014549178351779109	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0048522	BP	e	positive regulation of cellular process	7/7	5526/20424	0.0001058488345431906	4	7	0.015243221415663774	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0006066	BP	e	alcohol metabolic process	3/7	311/20424	0.00011696309932890586	4	3	0.01668781849591769	ENSG00000072310, ENSG00000131910, ENSG00000186350
GO:0080090	BP	e	regulation of primary metabolic process	7/7	5639/20424	0.00012197130682675281	4	7	0.017230518887961545	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0009059	BP	e	macromolecule biosynthetic process	4/7	910/20424	0.00012300324989783696	4	4	0.017230518887961545	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0010883	BP	e	regulation of lipid storage	2/7	51/20424	0.00012735735923207397	4	2	0.017679725661324575	ENSG00000025434, ENSG00000072310
GO:0019216	BP	e	regulation of lipid metabolic process	3/7	324/20424	0.0001320488253789767	5	3	0.018167324555934394	ENSG00000025434, ENSG00000072310, ENSG00000101076
GO:1901362	BP	e	organic cyclic compound biosynthetic process	4/7	974/20424	0.00016024893609052924	4	4	0.021813472915232963	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0031323	BP	e	regulation of cellular metabolic process	7/7	5869/20424	0.00016138204376251266	4	7	0.021813472915232963	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:1902893	BP	e	regulation of pri-miRNA transcription by RNA polymerase II	2/7	59/20424	0.00017068534934120463	11	2	0.022870352591292366	ENSG00000072310, ENSG00000131759
GO:0050709	BP	e	negative regulation of protein secretion	2/7	60/20424	0.0001765422039071672	10	2	0.023451196724185684	ENSG00000025434, ENSG00000072310
GO:0048518	BP	e	positive regulation of biological process	7/7	6020/20424	0.00019280615319941727	3	7	0.025392735167947187	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0060255	BP	e	regulation of macromolecule metabolic process	7/7	6043/20424	0.0001980247077397648	4	7	0.025803295134290714	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0032374	BP	e	regulation of cholesterol transport	2/7	64/20424	0.0002009472007343037	9	2	0.025803295134290714	ENSG00000025434, ENSG00000186350
GO:0032371	BP	e	regulation of sterol transport	2/7	64/20424	0.0002009472007343037	8	2	0.025803295134290714	ENSG00000025434, ENSG00000186350
GO:0002792	BP	e	negative regulation of peptide secretion	2/7	66/20424	0.0002137355682769714	9	2	0.027218606376692992	ENSG00000025434, ENSG00000072310
GO:0071396	BP	e	cellular response to lipid	3/7	403/20424	0.00025160097534787635	5	3	0.03177802810766743	ENSG00000025434, ENSG00000072310, ENSG00000131759
GO:0044271	BP	e	cellular nitrogen compound biosynthetic process	4/7	1164/20424	0.0003196880651948775	4	4	0.03970035043972756	ENSG00000025434, ENSG00000072310, ENSG00000131759, ENSG00000186350
GO:0006909	BP	e	phagocytosis	2/7	81/20424	0.0003220548903216267	5	2	0.03970035043972756	ENSG00000025434, ENSG00000131759
GO:0046889	BP	e	positive regulation of lipid biosynthetic process	2/7	81/20424	0.0003220548903216267	7	2	0.03970035043972756	ENSG00000025434, ENSG00000072310
GO:0060010	BP	e	Sertoli cell fate commitment	1/7	1/20424	0.0003427340383728345	5	1	0.04136986097256643	ENSG00000131759
GO:0090341	BP	e	negative regulation of secretion of lysosomal enzymes	1/7	1/20424	0.0003427340383728345	11	1	0.04136986097256643	ENSG00000025434
GO:0042632	BP	e	cholesterol homeostasis	2/7	84/20424	0.00034633733957174827	7	2	0.04136986097256643	ENSG00000025434, ENSG00000101076
GO:0019217	BP	e	regulation of fatty acid metabolic process	2/7	84/20424	0.00034633733957174827	6	2	0.04136986097256643	ENSG00000025434, ENSG00000072310
GO:0019222	BP	e	regulation of metabolic process	7/7	6555/20424	0.00035000806929149015	3	7	0.041486725690096704	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0055092	BP	e	sterol homeostasis	2/7	85/20424	0.00035462484816904455	6	2	0.041713086148372575	ENSG00000025434, ENSG00000101076
GO:1901615	BP	e	organic hydroxy compound metabolic process	3/7	463/20424	0.000378515565863691	3	3	0.044185957230254654	ENSG00000072310, ENSG00000131910, ENSG00000186350
GO:1903793	BP	e	positive regulation of anion transport	3/7	469/20424	0.00039310389972092277	7	3	0.045543894667666916	ENSG00000025434, ENSG00000131910, ENSG00000186350
GO:0000785	CC	e	chromatin	7/7	1094/20424	1.2423075462099902e-09	2	7	2.4523150962185204e-06	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0005654	CC	e	nucleoplasm	7/7	3804/20424	7.740083461119902e-06	2	7	0.007639462376125343	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000131910, ENSG00000164749, ENSG00000186350
GO:0090575	CC	e	RNA polymerase II transcription regulator complex	3/7	241/20424	5.483992078263239e-05	3	3	0.036084667874972116	ENSG00000025434, ENSG00000131759, ENSG00000186350
GO:0004879	MF	e	nuclear receptor activity	6/7	53/20424	1.5921031336467336e-15	4	6	3.855277738125565e-12	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000164749, ENSG00000186350
GO:0098531	MF	e	ligand-activated transcription factor activity	6/7	53/20424	1.5921031336467336e-15	3	6	3.855277738125565e-12	ENSG00000025434, ENSG00000072310, ENSG00000101076, ENSG00000131759, ENSG00000164749, ENSG00000186350
