module1	module1_nr	module1_size	module2	module2_nr	module2_size	M_count	M_zscore	M_pvalue	P_count	P_zscore	P_pvalue	C_count	C_zscore	C_pvalue	H_count	H_zscore	H_pvalue	R_count	R_zscore	R_pvalue
COR	1	6	ALL	12	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	14	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	16	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	18	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	19	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	20	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	21	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	24	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	25	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	27	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	28	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	29	18	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	31	14	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	34	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	ALL	35	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COR	0	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COR	1	6	0	0	1	14	11.22	0.0	2	0.67	0.2518465049466009	8	4.81	7.533506757306796e-07	10	9.04	0.0
COR	1	6	COR	2	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COR	4	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COR	5	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COR	6	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COR	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COR	8	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COP	0	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COP	1	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COP	3	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COP	4	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	COP	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	CIR	0	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	CIR	1	14	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	CIR	2	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	CIR	3	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FBU	0	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FBU	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FBU	2	12	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FBU	3	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FBU	5	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FB2U	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FB2U	3	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FB2U	4	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FB2U	6	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FFL	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FFL	2	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FFL	3	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FFL	4	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FFL	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	1	6	FFL	8	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	3	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	9	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	10	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	11	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	12	5	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1
COR	2	6	ALL	14	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	16	6	0	0	1	3	1.5	0.06634994788119575	4	2.4	0.00813526650634977	0	0	1	6	4.82	7.137624237207874e-07
COR	2	6	ALL	18	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	19	6	0	0	1	2	0.62	0.2680951991459557	6	4.15	1.688208980654693e-05	0	0	1	18	16.24	0.0
COR	2	6	ALL	20	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	21	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	24	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	25	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	27	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	28	7	0	0	1	0	0	1	0	0	1	0	0	1	7	5.16	1.2363449253260939e-07
COR	2	6	ALL	29	18	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1
COR	2	6	ALL	31	14	1	0	1	0	0	1	2	0	1	0	0	1	4	1.26	0.10329618407345331
COR	2	6	ALL	34	5	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	ALL	35	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	COR	0	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	COR	1	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	COR	2	6	0	0	1	2	0.62	0.26903822132574784	6	4.14	1.7524866930296312e-05	0	0	1	18	16.89	0.0
COR	2	6	COR	4	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	COR	5	5	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1
COR	2	6	COR	6	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	COR	7	5	0	0	1	2	0.82	0.2051350745117001	3	1.7	0.04463244211114281	0	0	1	8	8.14	2.220446049250313e-16
COR	2	6	COR	8	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	COP	0	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	COP	1	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	COP	3	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	COP	4	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	COP	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	CIR	0	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	CIR	1	14	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	CIR	2	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	CIR	3	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FBU	0	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FBU	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FBU	2	12	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1
COR	2	6	FBU	3	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FBU	5	5	0	0	1	2	0.87	0.19292370266935788	3	1.99	0.023126553914472936	0	0	1	8	7.4	6.816769371198461e-14
COR	2	6	FB2U	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FB2U	3	7	0	0	1	3	1.23	0.10909724990114489	4	2.23	0.012802761342013746	0	0	1	8	6.51	3.6608605036292374e-11
COR	2	6	FB2U	4	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FB2U	6	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FFL	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FFL	2	9	0	0	1	0	0	1	0	0	1	0	0	1	7	4.62	1.911817542832317e-06
COR	2	6	FFL	3	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FFL	4	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FFL	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	2	6	FFL	8	5	1	0	1	0	0	1	2	0.87	0.19244712465144675	0	0	1	4	3.61	0.00015205269717422087
COR	4	8	ALL	3	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	9	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	10	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	11	10	6	1.4	0.08121677566855934	0	0	1	0	0	1	36	16.08	0.0	18	10.86	0.0
COR	4	8	ALL	12	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	14	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	16	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	18	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	19	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	20	10	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1
COR	4	8	ALL	21	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	24	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	25	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	27	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	28	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	29	18	4	0	1	0	0	1	0	0	1	0	0	1	17	6.68	1.166600149815622e-11
COR	4	8	ALL	31	14	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	34	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	ALL	35	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COR	0	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COR	1	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COR	2	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COR	4	8	6	2.09	0.018299641069001282	0	0	1	0	0	1	36	18.22	0.0	14	9.18	0.0
COR	4	8	COR	5	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COR	6	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COR	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COR	8	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COP	0	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COP	1	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COP	3	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COP	4	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	COP	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	CIR	0	8	3	0.17	0.433683699823574	0	0	1	0	0	1	0	0	1	9	5.48	2.0946236856111966e-08
COR	4	8	CIR	1	14	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	CIR	2	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	CIR	3	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FBU	0	8	6	2.11	0.017576177412595206	0	0	1	0	0	1	36	18.69	0.0	14	9.4	0.0
COR	4	8	FBU	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FBU	2	12	4	0	1	0	0	1	0	0	1	0	0	1	17	8.63	0.0
COR	4	8	FBU	3	9	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1
COR	4	8	FBU	5	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FB2U	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FB2U	3	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FB2U	4	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FB2U	6	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FFL	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FFL	2	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FFL	3	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FFL	4	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FFL	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	4	8	FFL	8	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	3	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	9	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	10	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	11	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	12	5	8	6.64	1.6028178784210922e-11	12	11.93	0.0	6	5.02	2.61540794799231e-07	0	0	1	0	0	1
COR	5	5	ALL	14	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	16	6	1	0	1	3	1.8	0.03603642057257639	4	2.77	0.002783439023005041	0	0	1	0	0	1
COR	5	5	ALL	18	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	19	6	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1
COR	5	5	ALL	20	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	21	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	24	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	25	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	27	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	28	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	29	18	2	0	1	3	0	1	2	0	1	0	0	1	2	0	1
COR	5	5	ALL	31	14	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	34	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	ALL	35	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	COR	0	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	COR	1	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	COR	2	6	0	0	1	0	0	1	1	0.06	0.4764053523320908	0	0	1	0	0	1
COR	5	5	COR	4	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	COR	5	5	8	7.23	2.3647750424515834e-13	12	12.18	0.0	6	5.33	4.990657198611359e-08	0	0	1	0	0	1
COR	5	5	COR	6	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	COR	7	5	0	0	1	0	0	1	2	1.15	0.12562150958136042	0	0	1	0	0	1
COR	5	5	COR	8	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	COP	0	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	COP	1	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	COP	3	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	COP	4	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	COP	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	CIR	0	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	CIR	1	14	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	CIR	2	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	CIR	3	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FBU	0	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FBU	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FBU	2	12	2	0	1	3	0.62	0.26916839761967504	2	0	1	0	0	1	2	0.48	0.3167850061496975
COR	5	5	FBU	3	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FBU	5	5	0	0	1	0	0	1	2	1.26	0.10317503949162221	0	0	1	0	0	1
COR	5	5	FB2U	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FB2U	3	7	1	0	1	3	1.56	0.059290657418771375	4	2.49	0.0064255237373007645	0	0	1	0	0	1
COR	5	5	FB2U	4	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FB2U	6	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FFL	1	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FFL	2	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FFL	3	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FFL	4	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FFL	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	5	5	FFL	8	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	3	5	0	0	1	0	0	1	12	10.9	0.0	0	0	1	20	22.71	0.0
COR	6	5	ALL	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	9	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	10	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	11	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	12	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	14	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	16	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	18	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	19	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	20	10	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	21	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	24	9	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	25	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	27	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	28	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	29	18	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	31	14	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	34	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	ALL	35	10	1	0	1	0	0	1	0	0	1	0	0	1	6	4.01	2.982059783418478e-05
COR	6	5	COR	0	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COR	1	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COR	2	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COR	4	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COR	5	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COR	6	5	0	0	1	0	0	1	12	11.6	0.0	0	0	1	20	23.05	0.0
COR	6	5	COR	7	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COR	8	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COP	0	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COP	1	6	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COP	3	5	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COP	4	7	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
COR	6	5	COP	7	5	0	0	1	0	0	1	12	10.97	0.0	0	0	1	20	22.15	0.0
COR	6	5	CIR	0	8	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1
