# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	12/12	3836/20424	1.900104756094726e-09	6	12	2.457905228437258e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	10/12	1850/20424	2.023006244599883e-09	6	10	2.457905228437258e-06	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0010556	BP	e	regulation of macromolecule biosynthetic process	12/12	3864/20424	2.073643193567678e-09	5	12	2.457905228437258e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	12/12	3889/20424	2.240741286037542e-09	5	12	2.4662558911823202e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	10/12	1894/20424	2.5495972314821234e-09	6	10	2.6191162493272025e-06	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0031326	BP	e	regulation of cellular biosynthetic process	12/12	4020/20424	3.336488877982449e-09	5	12	3.0936020501508247e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0031328	BP	e	positive regulation of cellular biosynthetic process	10/12	1951/20424	3.4130206277217225e-09	6	10	3.0936020501508247e-06	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0009889	BP	e	regulation of biosynthetic process	12/12	4080/20424	3.9866127968216505e-09	4	12	3.2803846202534264e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0009891	BP	e	positive regulation of biosynthetic process	10/12	1985/20424	4.044863896736654e-09	5	10	3.2803846202534264e-06	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	11/12	2985/20424	6.651530789536143e-09	5	11	5.124671896798121e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0000122	BP	e	negative regulation of transcription by RNA polymerase II	8/12	940/20424	8.207636984665082e-09	11	8	6.022451347462107e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0031325	BP	e	positive regulation of cellular metabolic process	11/12	3186/20424	1.3495701408969827e-08	5	11	9.452511955037093e-06	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0010468	BP	e	regulation of gene expression	12/12	4699/20424	2.1760782993905154e-08	5	12	1.4057635842464751e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0050793	BP	e	regulation of developmental process	10/12	2358/20424	2.1895208009549875e-08	3	10	1.4057635842464751e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000158055, ENSG00000172216
GO:0010604	BP	e	positive regulation of macromolecule metabolic process	11/12	3371/20424	2.4889843395993067e-08	5	11	1.5341103875554287e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0051239	BP	e	regulation of multicellular organismal process	10/12	2581/20424	5.294599491709787e-08	3	10	3.1378647526060044e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000172216
GO:0009893	BP	e	positive regulation of metabolic process	11/12	3674/20424	6.320864085404864e-08	4	11	3.6073405441482794e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0045892	BP	e	negative regulation of transcription, DNA-templated	8/12	1276/20424	8.969792782597821e-08	10	8	4.720851650282028e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:1903507	BP	e	negative regulation of nucleic acid-templated transcription	8/12	1278/20424	9.079858204392408e-08	9	8	4.720851650282028e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:1902679	BP	e	negative regulation of RNA biosynthetic process	8/12	1280/20424	9.191092835905046e-08	8	8	4.720851650282028e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0050896	BP	e	response to stimulus	12/12	5402/20424	1.1616068695686349e-07	1	12	5.7739355655429346e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0051171	BP	e	regulation of nitrogen compound metabolic process	12/12	5482/20424	1.3859581925000658e-07	4	12	6.673821808822974e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0051253	BP	e	negative regulation of RNA metabolic process	8/12	1386/20424	1.7062189842437402e-07	7	8	7.967008584306604e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0006950	BP	e	response to stress	10/12	2948/20424	1.9320249102472886e-07	2	10	8.565625398878857e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0080090	BP	e	regulation of primary metabolic process	12/12	5639/20424	1.9455960085713545e-07	4	12	8.565625398878857e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0033554	BP	e	cellular response to stress	8/12	1434/20424	2.2220828794898134e-07	3	8	9.511131969460704e-05	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000156127, ENSG00000172216
GO:2000113	BP	e	negative regulation of cellular macromolecule biosynthetic process	8/12	1464/20424	2.6088882879776463e-07	7	8	0.00010864962062012851	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0010558	BP	e	negative regulation of macromolecule biosynthetic process	8/12	1474/20424	2.7501584696357976e-07	6	8	0.00011151892594373159	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0045934	BP	e	negative regulation of nucleobase-containing compound metabolic process	8/12	1486/20424	2.928384012395257e-07	6	8	0.00011570120319743209	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0045595	BP	e	regulation of cell differentiation	8/12	1495/20424	3.0685331895837267e-07	4	8	0.00011819168122722665	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000150907, ENSG00000172216
GO:0031323	BP	e	regulation of cellular metabolic process	12/12	5869/20424	3.1448237590475e-07	4	12	0.00011819168122722665	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0031327	BP	e	negative regulation of cellular biosynthetic process	8/12	1531/20424	3.688833174959826e-07	6	8	0.00013533626284037133	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0009890	BP	e	negative regulation of biosynthetic process	8/12	1559/20424	4.243618451185373e-07	5	8	0.00015206957375422188	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0060255	BP	e	regulation of macromolecule metabolic process	12/12	6043/20424	4.466824962203357e-07	4	12	0.00015643024055134438	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0042127	BP	e	regulation of cell population proliferation	8/12	1610/20424	5.44117599757174e-07	4	8	0.0001863179576590732	ENSG00000073282, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0019222	BP	e	regulation of metabolic process	12/12	6555/20424	1.1863452481128299e-06	3	12	0.0003973998680037086	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0001817	BP	e	regulation of cytokine production	6/12	714/20424	1.3793862188379564e-06	6	6	0.00045223323927817173	ENSG00000109320, ENSG00000113916, ENSG00000136826, ENSG00000137265, ENSG00000156127, ENSG00000172216
GO:0033993	BP	e	response to lipid	6/12	741/20424	1.7127904456086689e-06	4	6	0.0005498414161746663	ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000150907, ENSG00000172216
GO:0051716	BP	e	cellular response to stimulus	9/12	2694/20424	1.8021115231281381e-06	2	9	0.00056670890734452	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000150907, ENSG00000156127, ENSG00000172216
GO:0048869	BP	e	cellular developmental process	9/12	2782/20424	2.3761483510293583e-06	2	9	0.0007322813988202277	ENSG00000073282, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000172216
GO:0030154	BP	e	cell differentiation	8/12	2001/20424	2.8878036259022e-06	3	8	0.0008725130602260196	ENSG00000073282, ENSG00000113916, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000172216
GO:0042981	BP	e	regulation of apoptotic process	7/12	1398/20424	4.0457871425951554e-06	6	7	0.001198875655389399	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000172216
GO:0051240	BP	e	positive regulation of multicellular organismal process	7/12	1404/20424	4.163506419245497e-06	4	7	0.0012104805738519598	ENSG00000073282, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000156127, ENSG00000172216
GO:0051093	BP	e	negative regulation of developmental process	6/12	875/20424	4.498657772083323e-06	4	6	0.0012837003261117023	ENSG00000073282, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
GO:0043067	BP	e	regulation of programmed cell death	7/12	1426/20424	4.6201626924478975e-06	5	7	0.0012944015805078119	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000172216
GO:1902893	BP	e	regulation of pri-miRNA transcription by RNA polymerase II	3/12	59/20424	4.945097727592542e-06	11	3	0.0013606966229370264	ENSG00000118689, ENSG00000136826, ENSG00000147862
GO:0048522	BP	e	positive regulation of cellular process	11/12	5526/20424	5.098150157568942e-06	4	11	0.0013781999259294706	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0072540	BP	e	T-helper 17 cell lineage commitment	2/12	7/20424	6.634740020095219e-06	8	2	0.0017626673960284005	ENSG00000137265, ENSG00000156127
GO:0051172	BP	e	negative regulation of nitrogen compound metabolic process	8/12	2285/20424	7.922386524470394e-06	5	8	0.002061327391255457	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0048585	BP	e	negative regulation of response to stimulus	7/12	1549/20424	8.026454894887884e-06	4	7	0.002061327391255457	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000150907
GO:0051241	BP	e	negative regulation of multicellular organismal process	6/12	978/20424	8.554319915172937e-06	4	6	0.002160877304473767	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000136826, ENSG00000147862, ENSG00000150907
GO:0010941	BP	e	regulation of cell death	7/12	1569/20424	8.742094927877388e-06	4	7	0.0021726925926397207	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000172216
GO:0048518	BP	e	positive regulation of biological process	11/12	6020/20424	1.2700221384299614e-05	3	11	0.0031063128779471863	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0031324	BP	e	negative regulation of cellular metabolic process	8/12	2447/20424	1.3292355402015096e-05	5	8	0.0032003422560882913	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:1902105	BP	e	regulation of leukocyte differentiation	4/12	277/20424	1.5043056810572553e-05	6	4	0.0035661301906786532	ENSG00000113916, ENSG00000118689, ENSG00000137265, ENSG00000172216
GO:0072331	BP	e	signal transduction by p53 class mediator	3/12	86/20424	1.542892126109155e-05	6	3	0.0036021855713963594	ENSG00000073282, ENSG00000118689, ENSG00000156127
GO:0048523	BP	e	negative regulation of cellular process	10/12	4719/20424	1.7753222374212104e-05	4	10	0.0040829761726005115	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0032870	BP	e	cellular response to hormone stimulus	4/12	299/20424	2.0313326580218757e-05	5	4	0.004603059548155748	ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000150907
GO:0002295	BP	e	T-helper cell lineage commitment	2/12	12/20424	2.0818028001224026e-05	7	2	0.00464905787638929	ENSG00000137265, ENSG00000156127
GO:0009605	BP	e	response to external stimulus	7/12	1818/20424	2.3193480191640645e-05	2	7	0.005105547661042724	ENSG00000109320, ENSG00000118689, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000172216
GO:0010605	BP	e	negative regulation of macromolecule metabolic process	8/12	2664/20424	2.5167890323789223e-05	5	8	0.005462141154919269	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0006974	BP	e	cellular response to DNA damage stimulus	5/12	692/20424	2.8590972796661807e-05	4	5	0.006118865275330025	ENSG00000073282, ENSG00000113916, ENSG00000118689, ENSG00000150907, ENSG00000156127
GO:0071495	BP	e	cellular response to endogenous stimulus	5/12	696/20424	2.9394956614249647e-05	3	5	0.00614375032858261	ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000150907, ENSG00000172216
GO:0045444	BP	e	fat cell differentiation	3/12	107/20424	2.971652145548248e-05	4	3	0.00614375032858261	ENSG00000136826, ENSG00000150907, ENSG00000172216
GO:0030855	BP	e	epithelial cell differentiation	4/12	330/20424	2.9903385985053908e-05	4	4	0.00614375032858261	ENSG00000073282, ENSG00000136826, ENSG00000147862, ENSG00000172216
GO:0008285	BP	e	negative regulation of cell population proliferation	5/12	701/20424	3.042469566296665e-05	5	5	0.006168607045666488	ENSG00000113916, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000172216
GO:1903037	BP	e	regulation of leukocyte cell-cell adhesion	4/12	333/20424	3.098140231056828e-05	6	4	0.006199901664981126	ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000172216
GO:0019827	BP	e	stem cell population maintenance	3/12	110/20424	3.2279772841811476e-05	3	3	0.0063245539811913765	ENSG00000118689, ENSG00000136826, ENSG00000150907
GO:0043373	BP	e	CD4-positive, alpha-beta T cell lineage commitment	2/12	15/20424	3.3087166856496864e-05	6	2	0.0063245539811913765	ENSG00000137265, ENSG00000156127
GO:0006952	BP	e	defense response	6/12	1240/20424	3.328141478834091e-05	3	6	0.0063245539811913765	ENSG00000109320, ENSG00000113916, ENSG00000136826, ENSG00000137265, ENSG00000156127, ENSG00000172216
GO:0050863	BP	e	regulation of T cell activation	4/12	340/20424	3.3607817524018295e-05	7	4	0.0063245539811913765	ENSG00000113916, ENSG00000118689, ENSG00000137265, ENSG00000172216
GO:0032502	BP	e	developmental process	10/12	5050/20424	3.370211731273884e-05	1	10	0.0063245539811913765	ENSG00000073282, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000172216
GO:0098727	BP	e	maintenance of cell number	3/12	112/20424	3.406697257699294e-05	2	3	0.0063245539811913765	ENSG00000118689, ENSG00000136826, ENSG00000150907
GO:0051094	BP	e	positive regulation of developmental process	6/12	1250/20424	3.4835893654256126e-05	4	6	0.006390312920457531	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000172216
GO:0009607	BP	e	response to biotic stimulus	6/12	1256/20424	3.579656090314483e-05	2	6	0.00648928478772422	ENSG00000109320, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000156127, ENSG00000172216
GO:0050727	BP	e	regulation of inflammatory response	4/12	348/20424	3.680608841267509e-05	6	4	0.006594709492452447	ENSG00000109320, ENSG00000113916, ENSG00000136826, ENSG00000172216
GO:0048519	BP	e	negative regulation of biological process	10/12	5121/20424	3.8442143130763855e-05	3	10	0.00680867797128667	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000137265, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:0080134	BP	e	regulation of response to stress	6/12	1278/20424	3.9505058831040105e-05	4	6	0.006917425585539738	ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000172216
GO:0002363	BP	e	alpha-beta T cell lineage commitment	2/12	17/20424	4.2827784979839724e-05	5	2	0.007293877893552554	ENSG00000137265, ENSG00000156127
GO:0043369	BP	e	CD4-positive or CD8-positive, alpha-beta T cell lineage commitment	2/12	17/20424	4.2827784979839724e-05	5	2	0.007293877893552554	ENSG00000137265, ENSG00000156127
GO:1903706	BP	e	regulation of hemopoiesis	4/12	363/20424	4.339890136367791e-05	5	4	0.007293877893552554	ENSG00000113916, ENSG00000118689, ENSG00000137265, ENSG00000172216
GO:0009892	BP	e	negative regulation of metabolic process	8/12	2867/20424	4.354836564389869e-05	4	8	0.007293877893552554	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000172216
GO:2000026	BP	e	regulation of multicellular organismal development	6/12	1305/20424	4.447685836772169e-05	4	6	0.007369289361163694	ENSG00000073282, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000137265, ENSG00000172216
GO:0035556	BP	e	intracellular signal transduction	6/12	1316/20424	4.664266688850167e-05	5	6	0.007584148771592683	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000156127, ENSG00000172216
GO:1901700	BP	e	response to oxygen-containing compound	6/12	1318/20424	4.704549087639885e-05	3	6	0.007584148771592683	ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000150907, ENSG00000172216
GO:0071407	BP	e	cellular response to organic cyclic compound	4/12	371/20424	4.7250196772853365e-05	5	4	0.007584148771592683	ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000172216
GO:0071310	BP	e	cellular response to organic substance	6/12	1354/20424	5.479308460891279e-05	4	6	0.008704192172564301	ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000150907, ENSG00000172216
GO:0048871	BP	e	multicellular organismal homeostasis	3/12	132/20424	5.563026550975544e-05	4	3	0.008747007767753282	ENSG00000073282, ENSG00000150907, ENSG00000158055
GO:1903038	BP	e	negative regulation of leukocyte cell-cell adhesion	3/12	134/20424	5.81788511427353e-05	7	3	0.00905533249755968	ENSG00000113916, ENSG00000136826, ENSG00000172216
GO:0043011	BP	e	myeloid dendritic cell differentiation	2/12	20/20424	5.9774361364997435e-05	7	2	0.00911943697300243	ENSG00000137265, ENSG00000156127
GO:0045591	BP	e	positive regulation of regulatory T cell differentiation	2/12	20/20424	5.9774361364997435e-05	10	2	0.00911943697300243	ENSG00000113916, ENSG00000118689
GO:0071396	BP	e	cellular response to lipid	4/12	403/20424	6.520587401408166e-05	5	4	0.009692236631969565	ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000172216
GO:0045597	BP	e	positive regulation of cell differentiation	5/12	823/20424	6.561842149018299e-05	5	5	0.009692236631969565	ENSG00000073282, ENSG00000109320, ENSG00000113916, ENSG00000118689, ENSG00000172216
GO:0001736	BP	e	establishment of planar polarity	2/12	21/20424	6.604483395137935e-05	4	2	0.009692236631969565	ENSG00000073282, ENSG00000158055
GO:0007164	BP	e	establishment of tissue polarity	2/12	21/20424	6.604483395137935e-05	3	2	0.009692236631969565	ENSG00000073282, ENSG00000158055
GO:1901701	BP	e	cellular response to oxygen-containing compound	5/12	828/20424	6.754175743540523e-05	4	5	0.00981840509737886	ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000150907, ENSG00000172216
GO:0009653	BP	e	anatomical structure morphogenesis	6/12	1429/20424	7.426929991602877e-05	2	6	0.010695473293514834	ENSG00000073282, ENSG00000113916, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000158055
GO:0002360	BP	e	T cell lineage commitment	2/12	23/20424	7.951636324840289e-05	4	2	0.011108691244883104	ENSG00000137265, ENSG00000156127
