# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0051254	BP	e	positive regulation of RNA metabolic process	8/8	1709/20424	2.3674439352216514e-09	7	8	2.4319962398553616e-06	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	8/8	1850/20424	4.469519841145371e-09	6	8	4.304426952013064e-06	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	8/8	1894/20424	5.396099514452523e-09	6	8	4.891088083423466e-06	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0031328	BP	e	positive regulation of cellular biosynthetic process	8/8	1951/20424	6.843627687230362e-09	6	8	5.858525501807369e-06	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0009891	BP	e	positive regulation of biosynthetic process	8/8	1985/20424	7.859941959534849e-09	5	8	6.367290372853665e-06	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0043627	BP	e	response to estrogen	4/8	69/20424	8.264378444874638e-09	5	4	6.367290372853665e-06	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
GO:0045944	BP	e	positive regulation of transcription by RNA polymerase II	7/8	1204/20424	1.847043334722257e-08	11	7	1.3552900354635836e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0048608	BP	e	reproductive structure development	5/8	277/20424	2.397682221576907e-08	3	5	1.626588510992751e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
GO:0051172	BP	e	negative regulation of nitrogen compound metabolic process	8/8	2285/20424	2.4279015998983237e-08	5	8	1.626588510992751e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0048513	BP	e	animal organ development	7/8	1323/20424	3.559207838917435e-08	3	7	2.2851597329116148e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0031324	BP	e	negative regulation of cellular metabolic process	8/8	2447/20424	4.2030665637292856e-08	5	8	2.5906021072201827e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0030520	BP	e	intracellular estrogen receptor signaling pathway	3/8	20/20424	4.48259318461256e-08	8	3	2.6566260916036514e-05	ENSG00000091831, ENSG00000140009, ENSG00000169083
GO:0006357	BP	e	regulation of transcription by RNA polymerase II	8/8	2547/20424	5.793240718718975e-08	10	8	3.306223934620025e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0010605	BP	e	negative regulation of macromolecule metabolic process	8/8	2664/20424	8.30183057815703e-08	5	8	4.568675263529345e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0009755	BP	e	hormone-mediated signaling pathway	4/8	124/20424	8.890990329095891e-08	5	4	4.7169322329670884e-05	ENSG00000091831, ENSG00000131759, ENSG00000140009, ENSG00000169083
GO:0032355	BP	e	response to estradiol	4/8	125/20424	9.18346206690977e-08	5	4	4.7169322329670884e-05	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009
GO:0042127	BP	e	regulation of cell population proliferation	7/8	1610/20424	1.3923546618225715e-07	4	7	6.920900962588389e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0030522	BP	e	intracellular receptor signaling pathway	4/8	140/20424	1.4491950495091474e-07	5	4	6.978327036839517e-05	ENSG00000091831, ENSG00000131759, ENSG00000140009, ENSG00000169083
GO:0009892	BP	e	negative regulation of metabolic process	8/8	2867/20424	1.4950146067283793e-07	4	8	6.980812143962908e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0071396	BP	e	cellular response to lipid	5/8	403/20424	1.5562441921386457e-07	5	5	7.052990222548351e-05	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000169083
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	8/8	2985/20424	2.065125893112552e-07	5	8	9.091864253420375e-05	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0031325	BP	e	positive regulation of cellular metabolic process	8/8	3186/20424	3.480290104444628e-07	5	8	0.00014896608394274243	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0006355	BP	e	regulation of transcription, DNA-templated	8/8	3369/20424	5.4433342415843e-07	9	8	0.00021472747169429284	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:1903506	BP	e	regulation of nucleic acid-templated transcription	8/8	3370/20424	5.45628685125692e-07	8	8	0.00021472747169429284	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0010604	BP	e	positive regulation of macromolecule metabolic process	8/8	3371/20424	5.469266421459592e-07	5	8	0.00021472747169429284	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:2001141	BP	e	regulation of RNA biosynthetic process	8/8	3379/20424	5.574079348284583e-07	7	8	0.00021472747169429284	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0010628	BP	e	positive regulation of gene expression	6/8	1091/20424	5.849617480869882e-07	6	6	0.0002198457457627415	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0030518	BP	e	intracellular steroid hormone receptor signaling pathway	3/8	53/20424	9.155630028964279e-07	7	3	0.0003359026264674061	ENSG00000091831, ENSG00000140009, ENSG00000169083
GO:0051252	BP	e	regulation of RNA metabolic process	8/8	3639/20424	1.0092100119632027e-06	6	8	0.00036164923428699976	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0009893	BP	e	positive regulation of metabolic process	8/8	3674/20424	1.0896077883631675e-06	4	8	0.0003815856002474556	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	8/8	3836/20424	1.5393087420807307e-06	6	8	0.0005270935201493773	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0010556	BP	e	regulation of macromolecule biosynthetic process	8/8	3864/20424	1.6316120006067988e-06	5	8	0.0005465545503771775	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	8/8	3889/20424	1.7180814578708283e-06	5	8	0.0005632748337091829	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0031326	BP	e	regulation of cellular biosynthetic process	8/8	4020/20424	2.2400135921530863e-06	5	8	0.0007190910300309772	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0043401	BP	e	steroid hormone mediated signaling pathway	3/8	73/20424	2.4218922547081976e-06	6	3	0.0007616109745469105	ENSG00000091831, ENSG00000140009, ENSG00000169083
GO:0009889	BP	e	regulation of biosynthetic process	8/8	4080/20424	2.522133513717764e-06	4	8	0.0007772711062575406	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0014070	BP	e	response to organic cyclic compound	5/8	715/20424	2.6598745880711705e-06	4	5	0.0008036472064233073	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000169083
GO:0048589	BP	e	developmental growth	4/8	299/20424	3.008968669709961e-06	2	4	0.0008748150609728451	ENSG00000091831, ENSG00000131759, ENSG00000159216, ENSG00000169083
GO:0032870	BP	e	cellular response to hormone stimulus	4/8	299/20424	3.008968669709961e-06	5	4	0.0008748150609728451	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
GO:0033993	BP	e	response to lipid	5/8	741/20424	3.1711294298296687e-06	4	5	0.000904887655263803	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000169083
GO:0040007	BP	e	growth	4/8	305/20424	3.256060529747611e-06	1	4	0.0009122297582341989	ENSG00000091831, ENSG00000131759, ENSG00000159216, ENSG00000169083
GO:1901701	BP	e	cellular response to oxygen-containing compound	5/8	828/20424	5.471719862205594e-06	4	5	0.0015056023456558214	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000169083
GO:0071394	BP	e	cellular response to testosterone stimulus	2/8	10/20424	6.031975841403726e-06	6	2	0.001587516410203865	ENSG00000136997, ENSG00000169083
GO:1902106	BP	e	negative regulation of leukocyte differentiation	3/8	99/20424	6.0784910248574235e-06	7	3	0.001587516410203865	ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0008584	BP	e	male gonad development	3/8	99/20424	6.0784910248574235e-06	5	3	0.001587516410203865	ENSG00000087510, ENSG00000091831, ENSG00000169083
GO:1903707	BP	e	negative regulation of hemopoiesis	3/8	101/20424	6.455938896266301e-06	6	3	0.0016579927075427905	ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0048729	BP	e	tissue morphogenesis	4/8	366/20424	6.708911218690456e-06	3	4	0.0016947149667016594	ENSG00000091831, ENSG00000136997, ENSG00000137203, ENSG00000169083
GO:0070887	BP	e	cellular response to chemical stimulus	6/8	1661/20424	6.957086849406625e-06	3	6	0.001729060504233979	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000169083
GO:0071407	BP	e	cellular response to organic cyclic compound	4/8	371/20424	7.07905522554294e-06	5	4	0.0017314470154030342	ENSG00000091831, ENSG00000136997, ENSG00000140009, ENSG00000169083
GO:0060736	BP	e	prostate gland growth	2/8	11/20424	7.370970762173543e-06	4	2	0.0017746763824114395	ENSG00000091831, ENSG00000169083
GO:0010468	BP	e	regulation of gene expression	8/8	4699/20424	7.814899438721797e-06	5	8	0.0018526120838656024	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0048523	BP	e	negative regulation of cellular process	8/8	4719/20424	8.085197478896952e-06	4	8	0.0018876486053382292	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0002761	BP	e	regulation of myeloid leukocyte differentiation	3/8	114/20424	9.293180884826363e-06	7	3	0.0021372928993177525	ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0003006	BP	e	developmental process involved in reproduction	5/8	942/20424	1.0294132416493042e-05	2	5	0.002332680682437372	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
GO:0008406	BP	e	gonad development	3/8	119/20424	1.0572504900888617e-05	4	3	0.002361039536489749	ENSG00000087510, ENSG00000091831, ENSG00000169083
GO:0030852	BP	e	regulation of granulocyte differentiation	2/8	15/20424	1.4060830239458569e-05	8	2	0.0030951904737116726	ENSG00000131759, ENSG00000159216
GO:0048856	BP	e	anatomical structure development	7/8	3180/20424	1.5247298576832253e-05	2	7	0.00330909329254096	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0048519	BP	e	negative regulation of biological process	8/8	5121/20424	1.5557202723310656e-05	3	8	0.0033294574550485263	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0060749	BP	e	mammary gland alveolus development	2/8	16/20424	1.60663722819151e-05	3	2	0.003391325075233284	ENSG00000091831, ENSG00000169083
GO:0051171	BP	e	regulation of nitrogen compound metabolic process	8/8	5482/20424	2.6838736875091855e-05	4	8	0.005588622925787708	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0048522	BP	e	positive regulation of cellular process	8/8	5526/20424	2.8612416998797512e-05	4	8	0.005878516447126279	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0060740	BP	e	prostate gland epithelium morphogenesis	2/8	22/20424	3.0891430706340676e-05	5	2	0.006263237575710572	ENSG00000091831, ENSG00000169083
GO:0080090	BP	e	regulation of primary metabolic process	8/8	5639/20424	3.364560905366705e-05	4	8	0.006733054414389034	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0051094	BP	e	positive regulation of developmental process	5/8	1250/20424	4.0825461539624705e-05	4	5	0.008065122267488168	ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0009725	BP	e	response to hormone	4/8	597/20424	4.606923663492065e-05	4	4	0.0089246987305579	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
GO:0031323	BP	e	regulation of cellular metabolic process	8/8	5869/20424	4.6334992435890196e-05	4	8	0.0089246987305579	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0045637	BP	e	regulation of myeloid cell differentiation	3/8	203/20424	5.222498800090465e-05	6	3	0.009915076058691574	ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:1901700	BP	e	response to oxygen-containing compound	5/8	1318/20424	5.2763724888877225e-05	3	5	0.009915076058691574	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000169083
GO:0050793	BP	e	regulation of developmental process	6/8	2358/20424	5.3572313873531395e-05	3	6	0.009945732343099341	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0048518	BP	e	positive regulation of biological process	8/8	6020/20424	5.678323941924573e-05	3	8	0.010416344478704254	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0060255	BP	e	regulation of macromolecule metabolic process	8/8	6043/20424	5.854323044192757e-05	4	8	0.01061285456329014	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0071310	BP	e	cellular response to organic substance	5/8	1354/20424	6.010662253204834e-05	4	5	0.010769569146468986	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000169083
GO:0042981	BP	e	regulation of apoptotic process	5/8	1398/20424	7.014497980580058e-05	6	5	0.012423724066983692	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000169083
GO:0051240	BP	e	positive regulation of multicellular organismal process	5/8	1404/20424	7.160980647633946e-05	4	5	0.012539039863567211	ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0043067	BP	e	regulation of programmed cell death	5/8	1426/20424	7.718728266599267e-05	5	5	0.013363807175284056	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000169083
GO:0071495	BP	e	cellular response to endogenous stimulus	4/8	696/20424	8.388506244607544e-05	3	4	0.014226833752490979	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
GO:0035265	BP	e	organ growth	2/8	36/20424	8.401855224068266e-05	3	2	0.014226833752490979	ENSG00000091831, ENSG00000169083
GO:0022414	BP	e	reproductive process	5/8	1455/20424	8.50534822015052e-05	1	5	0.014245533774380368	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
GO:0008285	BP	e	negative regulation of cell population proliferation	4/8	701/20424	8.625772010215253e-05	5	4	0.014291883968323316	ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000169083
GO:0042221	BP	e	response to chemical	6/8	2566/20424	8.729872852388173e-05	2	6	0.01431049050877121	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000169083
GO:0051239	BP	e	regulation of multicellular organismal process	6/8	2581/20424	9.028165312941501e-05	3	6	0.014643684137591114	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0045595	BP	e	regulation of cell differentiation	5/8	1495/20424	9.691906062975713e-05	4	5	0.015556518804624246	ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0044093	BP	e	positive regulation of molecular function	5/8	1499/20424	9.817334113372909e-05	3	5	0.015595391892058058	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000169083
GO:0033574	BP	e	response to testosterone	2/8	40/20424	0.00010394145937348798	5	2	0.01634320354577629	ENSG00000136997, ENSG00000169083
GO:0071392	BP	e	cellular response to estradiol stimulus	2/8	41/20424	0.00010925037794855444	6	2	0.01700443508898258	ENSG00000091831, ENSG00000140009
GO:0019222	BP	e	regulation of metabolic process	8/8	6555/20424	0.00011225218385540076	3	8	0.01719374064337518	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000159216, ENSG00000169083
GO:0051091	BP	e	positive regulation of DNA-binding transcription factor activity	3/8	263/20424	0.00011269828054908776	11	3	0.01719374064337518	ENSG00000091831, ENSG00000140009, ENSG00000169083
GO:0051716	BP	e	cellular response to stimulus	6/8	2694/20424	0.00011554319019527178	2	6	0.017454951154107282	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000140009, ENSG00000169083
GO:0010941	BP	e	regulation of cell death	5/8	1569/20424	0.0001222575945178865	4	5	0.018289973533263233	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000169083
GO:1902105	BP	e	regulation of leukocyte differentiation	3/8	277/20424	0.0001314064368817098	6	3	0.019469632556829482	ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0048146	BP	e	positive regulation of fibroblast proliferation	2/8	47/20424	0.00014385471376635427	6	2	0.02111102175643574	ENSG00000091831, ENSG00000136997
GO:0002762	BP	e	negative regulation of myeloid leukocyte differentiation	2/8	48/20424	0.00015007984893634403	8	2	0.02181679615339741	ENSG00000131759, ENSG00000136997
GO:0002009	BP	e	morphogenesis of an epithelium	3/8	293/20424	0.00015515033795135804	4	3	0.022114821746559765	ENSG00000091831, ENSG00000136997, ENSG00000169083
GO:0043370	BP	e	regulation of CD4-positive, alpha-beta T cell differentiation	2/8	49/20424	0.00015643556170906708	10	2	0.022114821746559765	ENSG00000131759, ENSG00000159216
GO:0046638	BP	e	positive regulation of alpha-beta T cell differentiation	2/8	49/20424	0.00015643556170906708	10	2	0.022114821746559765	ENSG00000131759, ENSG00000159216
GO:0045597	BP	e	positive regulation of cell differentiation	4/8	823/20424	0.00016089932310258266	5	4	0.022539069724433602	ENSG00000131759, ENSG00000136997, ENSG00000159216, ENSG00000169083
GO:0060688	BP	e	regulation of morphogenesis of a branching structure	2/8	51/20424	0.0001695384099720354	5	2	0.0235352915248567	ENSG00000091831, ENSG00000169083
GO:0032501	BP	e	multicellular organismal process	6/8	3011/20424	0.0002186715866791908	1	6	0.03008491499231831	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:1902893	BP	e	regulation of pri-miRNA transcription by RNA polymerase II	2/8	59/20424	0.00022715741431118716	11	2	0.0307374426788482	ENSG00000131759, ENSG00000136997
GO:0008284	BP	e	positive regulation of cell population proliferation	4/8	900/20424	0.00022740401488666978	5	4	0.0307374426788482	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
GO:1905330	BP	e	regulation of morphogenesis of an epithelium	2/8	64/20424	0.00026738791055578085	5	2	0.03582765490220893	ENSG00000091831, ENSG00000169083
GO:2000514	BP	e	regulation of CD4-positive, alpha-beta T cell activation	2/8	66/20424	0.00028438603238078525	9	2	0.03745388352953436	ENSG00000131759, ENSG00000159216
GO:0046637	BP	e	regulation of alpha-beta T cell differentiation	2/8	66/20424	0.00028438603238078525	9	2	0.03745388352953436	ENSG00000131759, ENSG00000159216
GO:1903706	BP	e	regulation of hemopoiesis	3/8	363/20424	0.0002918096663981673	5	3	0.03763377454385843	ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0046635	BP	e	positive regulation of alpha-beta T cell activation	2/8	67/20424	0.0002930789113675782	9	2	0.03763377454385843	ENSG00000131759, ENSG00000159216
GO:0071300	BP	e	cellular response to retinoic acid	2/8	67/20424	0.0002930789113675782	6	2	0.03763377454385843	ENSG00000131759, ENSG00000136997
GO:0009719	BP	e	response to endogenous stimulus	4/8	986/20424	0.0003232528533815087	2	4	0.04116531584922039	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000169083
GO:0032502	BP	e	developmental process	7/8	5050/20424	0.0003532080953104246	1	7	0.04461134049703551	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000137203, ENSG00000159216, ENSG00000169083
GO:0048145	BP	e	regulation of fibroblast proliferation	2/8	77/20424	0.0003870960204453367	5	2	0.04504212193848177	ENSG00000091831, ENSG00000136997
GO:1904619	BP	e	response to dimethyl sulfoxide	1/8	1/20424	0.0003916960438546666	4	1	0.04504212193848177	ENSG00000136997
GO:0046722	BP	e	lactic acid secretion	1/8	1/20424	0.0003916960438546666	13	1	0.04504212193848177	ENSG00000136997
GO:0019102	BP	e	male somatic sex determination	1/8	1/20424	0.0003916960438546666	5	1	0.04504212193848177	ENSG00000169083
GO:1990646	BP	e	cellular response to prolactin	1/8	1/20424	0.0003916960438546666	8	1	0.04504212193848177	ENSG00000136997
GO:0071378	BP	e	cellular response to growth hormone stimulus	1/8	1/20424	0.0003916960438546666	8	1	0.04504212193848177	ENSG00000136997
GO:0060010	BP	e	Sertoli cell fate commitment	1/8	1/20424	0.0003916960438546666	5	1	0.04504212193848177	ENSG00000131759
