# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0120162	BP	e	positive regulation of cold-induced thermogenesis	3/9	98/20424	8.812245621706559e-06	5	3	0.006809236603112102	ENSG00000116016, ENSG00000137265, ENSG00000172216
GO:0022414	BP	e	reproductive process	6/9	1455/20424	9.011429930523642e-06	1	6	0.006809236603112102	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0080090	BP	e	regulation of primary metabolic process	9/9	5639/20424	9.279899322821347e-06	4	9	0.006809236603112102	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0031323	BP	e	regulation of cellular metabolic process	9/9	5869/20424	1.3301792253828668e-05	4	9	0.009316696219965724	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0051239	BP	e	regulation of multicellular organismal process	7/9	2581/20424	1.4565372978344563e-05	3	7	0.009758166618404843	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000134107, ENSG00000137265, ENSG00000172216, ENSG00000185022
GO:0045893	BP	e	positive regulation of transcription, DNA-templated	6/9	1612/20424	1.633410571040516e-05	10	6	0.009876293591850467	ENSG00000100811, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	6/9	1612/20424	1.633410571040516e-05	9	6	0.009876293591850467	ENSG00000100811, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:1902680	BP	e	positive regulation of RNA biosynthetic process	6/9	1618/20424	1.6689389526693408e-05	8	6	0.009876293591850467	ENSG00000100811, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0060255	BP	e	regulation of macromolecule metabolic process	9/9	6043/20424	1.7305466089945008e-05	4	9	0.009876293591850467	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0000122	BP	e	negative regulation of transcription by RNA polymerase II	5/9	940/20424	2.2050463873085472e-05	11	5	0.01176408433154308	ENSG00000100811, ENSG00000113916, ENSG00000119950, ENSG00000134107, ENSG00000172216
GO:0003006	BP	e	developmental process involved in reproduction	5/9	942/20424	2.227901096663753e-05	2	5	0.01176408433154308	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000171223, ENSG00000172216
GO:0051254	BP	e	positive regulation of RNA metabolic process	6/9	1709/20424	2.2903662142013915e-05	7	6	0.01176408433154308	ENSG00000100811, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0048869	BP	e	cellular developmental process	7/9	2782/20424	2.4161825570544078e-05	2	7	0.012009986136016572	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0048568	BP	e	embryonic organ development	3/9	143/20424	2.737421457061809e-05	4	3	0.013181539759957943	ENSG00000116016, ENSG00000171223, ENSG00000172216
GO:0120161	BP	e	regulation of cold-induced thermogenesis	3/9	146/20424	2.9126841722783117e-05	4	3	0.013325281722342949	ENSG00000116016, ENSG00000137265, ENSG00000172216
GO:0001892	BP	e	embryonic placenta development	2/9	19/20424	2.940227000841458e-05	5	2	0.013325281722342949	ENSG00000116016, ENSG00000172216
GO:0019222	BP	e	regulation of metabolic process	9/9	6555/20424	3.5997014482421895e-05	3	9	0.015486157880215077	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	6/9	1850/20424	3.6180263721704376e-05	6	6	0.015486157880215077	ENSG00000100811, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	7/9	2985/20424	3.8803064039132817e-05	5	7	0.01615990307510804	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	6/9	1894/20424	4.141923298154474e-05	6	6	0.01679549897401639	ENSG00000100811, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0031328	BP	e	positive regulation of cellular biosynthetic process	6/9	1951/20424	4.9112214859679067e-05	6	6	0.019404362019815248	ENSG00000100811, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0032753	BP	e	positive regulation of interleukin-4 production	2/9	25/20424	5.151223521328776e-05	8	2	0.019843800810038777	ENSG00000137265, ENSG00000172216
GO:0009891	BP	e	positive regulation of biosynthetic process	6/9	1985/20424	5.4231044170834724e-05	5	6	0.020285059551106502	ENSG00000100811, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0030099	BP	e	myeloid cell differentiation	3/9	181/20424	5.529057700995997e-05	4	3	0.020285059551106502	ENSG00000116016, ENSG00000137265, ENSG00000171223
GO:0031325	BP	e	positive regulation of cellular metabolic process	7/9	3186/20424	6.005835651513354e-05	5	7	0.02152184222189983	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0032673	BP	e	regulation of interleukin-4 production	2/9	32/20424	8.503072878351302e-05	7	2	0.02977814772329891	ENSG00000137265, ENSG00000172216
GO:0010604	BP	e	positive regulation of macromolecule metabolic process	7/9	3371/20424	8.756608659156655e-05	5	7	0.029984573961987754	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0045892	BP	e	negative regulation of transcription, DNA-templated	5/9	1276/20424	9.625252023103254e-05	10	5	0.031365687721075154	ENSG00000100811, ENSG00000113916, ENSG00000119950, ENSG00000134107, ENSG00000172216
GO:1903507	BP	e	negative regulation of nucleic acid-templated transcription	5/9	1278/20424	9.697717444163921e-05	9	5	0.031365687721075154	ENSG00000100811, ENSG00000113916, ENSG00000119950, ENSG00000134107, ENSG00000172216
GO:1902679	BP	e	negative regulation of RNA biosynthetic process	5/9	1280/20424	9.770608155049695e-05	8	5	0.031365687721075154	ENSG00000100811, ENSG00000113916, ENSG00000119950, ENSG00000134107, ENSG00000172216
GO:0045622	BP	e	regulation of T-helper cell differentiation	2/9	37/20424	0.00011404390031233717	11	2	0.03586331550842456	ENSG00000113916, ENSG00000137265
GO:0051253	BP	e	negative regulation of RNA metabolic process	5/9	1386/20424	0.00014290368767372024	7	5	0.044040058467287105	ENSG00000100811, ENSG00000113916, ENSG00000119950, ENSG00000134107, ENSG00000172216
GO:0009893	BP	e	positive regulation of metabolic process	7/9	3674/20424	0.00015523360793108352	4	7	0.04688157267934725	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:1903131	BP	e	mononuclear cell differentiation	3/9	258/20424	0.00015820895446336925	5	3	0.04688157267934725	ENSG00000100811, ENSG00000113916, ENSG00000137265
GO:0001817	BP	e	regulation of cytokine production	4/9	714/20424	0.00016216567485186577	6	4	0.04714737516589433	ENSG00000100811, ENSG00000113916, ENSG00000137265, ENSG00000172216
GO:0005667	CC	e	transcription regulator complex	6/9	493/20424	1.5158981729586202e-08	2	6	2.992382993420316e-05	ENSG00000100811, ENSG00000116016, ENSG00000119950, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0000785	CC	e	chromatin	7/9	1094/20424	4.065473803540943e-08	2	7	4.01262264409491e-05	ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0090575	CC	e	RNA polymerase II transcription regulator complex	4/9	241/20424	2.274552699098677e-06	3	4	0.0014966556760069294	ENSG00000119950, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0005654	CC	e	nucleoplasm	8/9	3804/20424	1.0813867957501717e-05	2	8	0.005336643837027097	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0140513	CC	e	nuclear protein-containing complex	5/9	1234/20424	8.1986241009073e-05	2	5	0.03236816795038202	ENSG00000100811, ENSG00000119950, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	9/9	1196/20424	7.87001428085607e-12	9	9	2.230083978999764e-08	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	9/9	1217/20424	9.209514676852216e-12	8	9	2.230083978999764e-08	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	9/9	1364/20424	2.5783479340232755e-11	3	9	3.456275212154473e-08	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	9/9	1412/20424	3.523024899893144e-11	8	9	3.456275212154473e-08	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0003700	MF	e	DNA-binding transcription factor activity	9/9	1414/20424	3.568320475071725e-11	2	9	3.456275212154473e-08	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	9/9	1506/20424	6.302632872831241e-11	7	9	4.4130575084580475e-08	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0001067	MF	e	regulatory region nucleic acid binding	9/9	1508/20424	6.378567532357285e-11	4	9	4.4130575084580475e-08	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:1990837	MF	e	sequence-specific double-stranded DNA binding	9/9	1563/20424	8.812681358761251e-11	6	9	5.3349769775600925e-08	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0003690	MF	e	double-stranded DNA binding	9/9	1657/20424	1.4926201677261317e-10	5	9	7.549789276768524e-08	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0043565	MF	e	sequence-specific DNA binding	9/9	1665/20424	1.5589075525022764e-10	5	9	7.549789276768524e-08	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0140110	MF	e	transcription regulator activity	9/9	1919/20424	5.610658601141027e-10	1	9	2.4702199641205446e-07	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0003677	MF	e	DNA binding	9/9	2473/20424	5.52314014952995e-09	4	9	2.2290473120144625e-06	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0001228	MF	e	DNA-binding transcription activator activity, RNA polymerase II-specific	6/9	456/20424	9.513923538159268e-09	4	6	3.467419738897307e-06	ENSG00000100811, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0001216	MF	e	DNA-binding transcription activator activity	6/9	460/20424	1.0023513595821247e-08	3	6	3.467419738897307e-06	ENSG00000100811, ENSG00000116016, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0008134	MF	e	transcription factor binding	6/9	592/20424	4.5103405909334534e-08	3	6	1.4562386321260477e-05	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000134107, ENSG00000171223, ENSG00000172216
GO:0001227	MF	e	DNA-binding transcription repressor activity, RNA polymerase II-specific	5/9	321/20424	1.1124317271645464e-07	4	5	3.367191784161187e-05	ENSG00000100811, ENSG00000113916, ENSG00000119950, ENSG00000134107, ENSG00000172216
GO:0001217	MF	e	DNA-binding transcription repressor activity	5/9	325/20424	1.1831670915346928e-07	3	5	3.370634249589716e-05	ENSG00000100811, ENSG00000113916, ENSG00000119950, ENSG00000134107, ENSG00000172216
GO:0003676	MF	e	nucleic acid binding	9/9	3963/20424	3.870500037412351e-07	3	9	0.00010413795378437786	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0140297	MF	e	DNA-binding transcription factor binding	5/9	468/20424	7.222456036576788e-07	4	5	0.0001840966030796915	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000134107, ENSG00000172216
GO:1901363	MF	e	heterocyclic compound binding	9/9	5879/20424	1.3507309540589083e-05	2	9	0.0032707950052536464	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
GO:0097159	MF	e	organic cyclic compound binding	9/9	5956/20424	1.5186731913139428e-05	2	9	0.0035023496502540117	ENSG00000100811, ENSG00000113916, ENSG00000116016, ENSG00000119950, ENSG00000134107, ENSG00000137265, ENSG00000171223, ENSG00000172216, ENSG00000185022
