# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0014070	BP	e	response to organic cyclic compound	5/7	715/20424	1.0271680555684575e-06	4	5	0.0006881579377501897	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000233816
GO:0006950	BP	e	response to stress	7/7	2948/20424	1.297350639203769e-06	2	7	0.0008213223838073031	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0010941	BP	e	regulation of cell death	6/7	1569/20424	1.3325368028543433e-06	4	6	0.0008213223838073031	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	7/7	2985/20424	1.415838662160455e-06	5	7	0.0008391022286627097	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	6/7	1612/20424	1.564598697917679e-06	9	6	0.0008498807786640969	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0045893	BP	e	positive regulation of transcription, DNA-templated	6/7	1612/20424	1.564598697917679e-06	10	6	0.0008498807786640969	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:1902680	BP	e	positive regulation of RNA biosynthetic process	6/7	1618/20424	1.5994900760113446e-06	8	6	0.0008498807786640969	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0071316	BP	e	cellular response to nicotine	2/7	7/20424	2.112777542649923e-06	4	2	0.0010437040358680467	ENSG00000109320, ENSG00000173039
GO:2000630	BP	e	positive regulation of miRNA metabolic process	2/7	7/20424	2.112777542649923e-06	8	2	0.0010437040358680467	ENSG00000109320, ENSG00000173039
GO:0051254	BP	e	positive regulation of RNA metabolic process	6/7	1709/20424	2.2130668467137594e-06	7	6	0.0010437040358680467	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0031325	BP	e	positive regulation of cellular metabolic process	7/7	3186/20424	2.235202361194467e-06	5	7	0.0010437040358680467	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:1901698	BP	e	response to nitrogen compound	5/7	875/20424	2.7887615912909245e-06	3	5	0.0012638831576529958	ENSG00000109320, ENSG00000115415, ENSG00000171855, ENSG00000173039, ENSG00000233816
GO:0010604	BP	e	positive regulation of macromolecule metabolic process	7/7	3371/20424	3.319441513866105e-06	5	7	0.0014441479136794244	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0002376	BP	e	immune system process	6/7	1835/20424	3.373958393955434e-06	1	6	0.0014441479136794244	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	6/7	1850/20424	3.5406761450694317e-06	6	6	0.0014745480734966183	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0007166	BP	e	cell surface receptor signaling pathway	6/7	1884/20424	3.943959924259226e-06	5	6	0.001599275749287116	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	6/7	1894/20424	4.069558332336792e-06	6	6	0.0016078929318712213	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0031328	BP	e	positive regulation of cellular biosynthetic process	6/7	1951/20424	4.850445199411556e-06	6	6	0.0018685127519433165	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0071345	BP	e	cellular response to cytokine stimulus	4/7	409/20424	5.288241369258443e-06	5	4	0.0019710970334273475	ENSG00000109320, ENSG00000115415, ENSG00000171855, ENSG00000173039
GO:0009891	BP	e	positive regulation of biosynthetic process	6/7	1985/20424	5.372579362966357e-06	5	6	0.0019710970334273475	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:2000628	BP	e	regulation of miRNA metabolic process	2/7	11/20424	5.529852746498795e-06	7	2	0.00198161630164651	ENSG00000109320, ENSG00000173039
GO:0009893	BP	e	positive regulation of metabolic process	7/7	3674/20424	6.066681814849372e-06	4	7	0.002124579547386681	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:1904385	BP	e	cellular response to angiotensin	2/7	12/20424	6.634740020173011e-06	8	2	0.002271882421574354	ENSG00000109320, ENSG00000173039
GO:0010033	BP	e	response to organic substance	6/7	2103/20424	7.559399120261184e-06	3	6	0.002532234370524013	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000233816
GO:1901699	BP	e	cellular response to nitrogen compound	4/7	474/20424	9.485034652755852e-06	4	4	0.003109678701368403	ENSG00000109320, ENSG00000115415, ENSG00000171855, ENSG00000173039
GO:0071354	BP	e	cellular response to interleukin-6	2/7	15/20424	1.055009955302343e-05	6	2	0.003386801750261209	ENSG00000109320, ENSG00000173039
GO:0006955	BP	e	immune response	5/7	1193/20424	1.2827690470041034e-05	2	5	0.004033915968425761	ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0034097	BP	e	response to cytokine	4/7	528/20424	1.4528463176110859e-05	4	4	0.004477381781613845	ENSG00000109320, ENSG00000115415, ENSG00000171855, ENSG00000173039
GO:0071375	BP	e	cellular response to peptide hormone stimulus	3/7	156/20424	1.4958991696442851e-05	7	3	0.0045196686872644685	ENSG00000109320, ENSG00000115415, ENSG00000173039
GO:1990776	BP	e	response to angiotensin	2/7	18/20424	1.5365474048044362e-05	7	2	0.004553203646275299	ENSG00000109320, ENSG00000173039
GO:0071222	BP	e	cellular response to lipopolysaccharide	3/7	161/20424	1.6441740935037595e-05	6	3	0.0047802035107168735	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:0070741	BP	e	response to interleukin-6	2/7	19/20424	1.717037309496826e-05	5	2	0.004899597759636406	ENSG00000109320, ENSG00000173039
GO:0080134	BP	e	regulation of response to stress	5/7	1278/20424	1.7975284120996166e-05	4	5	0.005036020964007817	ENSG00000109320, ENSG00000115415, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0033141	BP	e	positive regulation of peptidyl-serine phosphorylation of STAT protein	2/7	20/20424	1.9075077471768454e-05	11	2	0.005248711942187145	ENSG00000171855, ENSG00000233816
GO:0071219	BP	e	cellular response to molecule of bacterial origin	3/7	172/20424	2.0038862350220495e-05	5	3	0.00541717245534294	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:0032727	BP	e	positive regulation of interferon-alpha production	2/7	21/20424	2.1079538132820737e-05	9	2	0.005600251777390254	ENSG00000115415, ENSG00000185507
GO:0002682	BP	e	regulation of immune system process	5/7	1328/20424	2.1690604516334377e-05	3	5	0.005664924152410109	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0071359	BP	e	cellular response to dsRNA	2/7	22/20424	2.3183706050134684e-05	6	2	0.005817408027277393	ENSG00000109320, ENSG00000171855
GO:0006357	BP	e	regulation of transcription by RNA polymerase II	6/7	2547/20424	2.339903761897675e-05	10	6	0.005817408027277393	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0007165	BP	e	signal transduction	7/7	4455/20424	2.3407054169069913e-05	4	7	0.005817408027277393	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0071310	BP	e	cellular response to organic substance	5/7	1354/20424	2.3848683194064245e-05	4	5	0.005833085068846602	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039
GO:0042221	BP	e	response to chemical	6/7	2566/20424	2.444529415466568e-05	2	6	0.005838753488974455	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000233816
GO:0051239	BP	e	regulation of multicellular organismal process	6/7	2581/20424	2.5298318021671708e-05	3	6	0.005838753488974455	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0033139	BP	e	regulation of peptidyl-serine phosphorylation of STAT protein	2/7	23/20424	2.5387532205937343e-05	10	2	0.005838753488974455	ENSG00000171855, ENSG00000233816
GO:0035458	BP	e	cellular response to interferon-beta	2/7	23/20424	2.5387532205937343e-05	6	2	0.005838753488974455	ENSG00000115415, ENSG00000171855
GO:0035994	BP	e	response to muscle stretch	2/7	24/20424	2.7690967599261607e-05	4	2	0.006274854702015031	ENSG00000109320, ENSG00000173039
GO:0002323	BP	e	natural killer cell activation involved in immune response	2/7	25/20424	3.009396324131438e-05	6	2	0.006720548979498742	ENSG00000171855, ENSG00000233816
GO:0071216	BP	e	cellular response to biotic stimulus	3/7	199/20424	3.098504125637041e-05	3	3	0.0068206928674201675	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:0051716	BP	e	cellular response to stimulus	6/7	2694/20424	3.254911322592529e-05	2	6	0.006976097344288002	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0002753	BP	e	cytoplasmic pattern recognition receptor signaling pathway	2/7	26/20424	3.259647016605465e-05	6	2	0.006976097344288002	ENSG00000173039, ENSG00000185507
GO:0032647	BP	e	regulation of interferon-alpha production	2/7	27/20424	3.519843941043851e-05	8	2	0.00742976373801982	ENSG00000115415, ENSG00000185507
GO:0045595	BP	e	regulation of cell differentiation	5/7	1495/20424	3.868871900943461e-05	4	5	0.008056141502924026	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000185507
GO:1901653	BP	e	cellular response to peptide	3/7	219/20424	4.1232918961348465e-05	6	3	0.008471440643672248	ENSG00000109320, ENSG00000115415, ENSG00000173039
GO:0035456	BP	e	response to interferon-beta	2/7	31/20424	4.6599960932900504e-05	5	2	0.009448142079145577	ENSG00000115415, ENSG00000171855
GO:0006959	BP	e	humoral immune response	3/7	241/20424	5.483992078263239e-05	3	3	0.010974394017397176	ENSG00000169245, ENSG00000171855, ENSG00000233816
GO:0008015	BP	e	blood circulation	2/7	34/20424	5.6193059637364344e-05	4	2	0.011101010973745476	ENSG00000115415, ENSG00000169245
GO:0070887	BP	e	cellular response to chemical stimulus	5/7	1661/20424	6.460145432251075e-05	3	5	0.012600554552602129	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039
GO:0043434	BP	e	response to peptide hormone	3/7	279/20424	8.475326363055095e-05	6	3	0.016182483235554594	ENSG00000109320, ENSG00000115415, ENSG00000173039
GO:1901701	BP	e	cellular response to oxygen-containing compound	4/7	828/20424	8.509566207596439e-05	4	4	0.016182483235554594	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000173039
GO:0035094	BP	e	response to nicotine	2/7	42/20424	8.613020912799025e-05	3	2	0.016182483235554594	ENSG00000109320, ENSG00000173039
GO:0032496	BP	e	response to lipopolysaccharide	3/7	282/20424	8.748792971465278e-05	5	3	0.016182483235554594	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:0002684	BP	e	positive regulation of immune system process	4/7	838/20424	8.918128980946801e-05	4	4	0.016182483235554594	ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0050896	BP	e	response to stimulus	7/7	5402/20424	9.029299547894434e-05	1	7	0.016182483235554594	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0042100	BP	e	B cell proliferation	2/7	43/20424	9.031692895435754e-05	6	2	0.016182483235554594	ENSG00000171855, ENSG00000233816
GO:0051171	BP	e	regulation of nitrogen compound metabolic process	7/7	5482/20424	0.00010008520379574181	4	7	0.017726585118259607	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0032870	BP	e	cellular response to hormone stimulus	3/7	299/20424	0.00010408417236072192	5	3	0.01822537513529959	ENSG00000109320, ENSG00000115415, ENSG00000173039
GO:0048522	BP	e	positive regulation of cellular process	7/7	5526/20424	0.0001058488345431906	4	7	0.01832612012894409	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0002237	BP	e	response to molecule of bacterial origin	3/7	302/20424	0.00010721175094652835	4	3	0.018355843003722835	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:0043330	BP	e	response to exogenous dsRNA	2/7	49/20424	0.00011750682095383831	6	2	0.01989739125360104	ENSG00000171855, ENSG00000233816
GO:0006355	BP	e	regulation of transcription, DNA-templated	6/7	3369/20424	0.00012065540436700684	9	6	0.019911964306378604	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:1903506	BP	e	regulation of nucleic acid-templated transcription	6/7	3370/20424	0.00012086469602413335	8	6	0.019911964306378604	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0080090	BP	e	regulation of primary metabolic process	7/7	5639/20424	0.00012197130682675281	4	7	0.019911964306378604	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:2001141	BP	e	regulation of RNA biosynthetic process	6/7	3379/20424	0.0001227618021355031	7	6	0.019911964306378604	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0000122	BP	e	negative regulation of transcription by RNA polymerase II	4/7	940/20424	0.00013956307229430248	11	4	0.022401326885238614	ENSG00000109320, ENSG00000115415, ENSG00000173039, ENSG00000185507
GO:0033209	BP	e	tumor necrosis factor-mediated signaling pathway	2/7	55/20424	0.00014823696376694664	7	2	0.023548282213246192	ENSG00000115415, ENSG00000173039
GO:0002831	BP	e	regulation of response to biotic stimulus	3/7	341/20424	0.0001536274747737078	4	3	0.02415556896722514	ENSG00000115415, ENSG00000171855, ENSG00000185507
GO:0031323	BP	e	regulation of cellular metabolic process	7/7	5869/20424	0.00016138204376251266	4	7	0.0250893052582914	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0051241	BP	e	negative regulation of multicellular organismal process	4/7	978/20424	0.00016282241065800117	4	4	0.0250893052582914	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855
GO:0032481	BP	e	positive regulation of type I interferon production	2/7	58/20424	0.00016492634955428813	8	2	0.025161882379029957	ENSG00000115415, ENSG00000185507
GO:0030101	BP	e	natural killer cell activation	2/7	59/20424	0.00017068534934120463	5	2	0.02578126776891915	ENSG00000171855, ENSG00000233816
GO:0048584	BP	e	positive regulation of response to stimulus	5/7	2034/20424	0.00017233244079425483	4	5	0.02578126776891915	ENSG00000109320, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:1901652	BP	e	response to peptide	3/7	361/20424	0.00018182384174109914	5	3	0.02693964978258266	ENSG00000109320, ENSG00000115415, ENSG00000173039
GO:1903706	BP	e	regulation of hemopoiesis	3/7	363/20424	0.00018481623225376234	5	3	0.02698717886763034	ENSG00000115415, ENSG00000171855, ENSG00000185507
GO:0032655	BP	e	regulation of interleukin-12 production	2/7	62/20424	0.00018854928348793597	7	2	0.02698717886763034	ENSG00000109320, ENSG00000173039
GO:0002286	BP	e	T cell activation involved in immune response	2/7	62/20424	0.00018854928348793597	6	2	0.02698717886763034	ENSG00000171855, ENSG00000233816
GO:0051252	BP	e	regulation of RNA metabolic process	6/7	3639/20424	0.00018915019259550111	6	6	0.02698717886763034	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0048518	BP	e	positive regulation of biological process	7/7	6020/20424	0.00019280615319941727	3	7	0.027256422152750648	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0071407	BP	e	cellular response to organic cyclic compound	3/7	371/20424	0.00019710778800838884	5	3	0.02748975424830663	ENSG00000109320, ENSG00000115415, ENSG00000171855
GO:0060255	BP	e	regulation of macromolecule metabolic process	7/7	6043/20424	0.0001980247077397648	4	7	0.02748975424830663	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0009628	BP	e	response to abiotic stimulus	4/7	1031/20424	0.00019985956053799006	2	4	0.02749674971723115	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000173039
GO:0048583	BP	e	regulation of response to stimulus	6/7	3730/20424	0.00021839822253078356	3	6	0.029781400097140212	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0002250	BP	e	adaptive immune response	3/7	395/20424	0.00023715873900676486	3	3	0.03205595622241438	ENSG00000171855, ENSG00000185507, ENSG00000233816
GO:0071396	BP	e	cellular response to lipid	3/7	403/20424	0.00025160097534787635	5	3	0.03371234286204719	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	6/7	3836/20424	0.00025705099768641096	6	6	0.03414567951163713	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0010556	BP	e	regulation of macromolecule biosynthetic process	6/7	3864/20424	0.00026814766200147316	5	6	0.03531527627162991	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	6/7	3889/20424	0.00027838485205733437	5	6	0.03635281513009716	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0032103	BP	e	positive regulation of response to external stimulus	3/7	423/20424	0.0002901884952975111	5	3	0.03757575230285167	ENSG00000169245, ENSG00000171855, ENSG00000185507
GO:0071417	BP	e	cellular response to organonitrogen compound	3/7	432/20424	0.0003087402799539783	5	3	0.03964482478175709	ENSG00000109320, ENSG00000115415, ENSG00000173039
GO:0071347	BP	e	cellular response to interleukin-1	2/7	80/20424	0.0003141542598645007	6	2	0.04000663628307513	ENSG00000109320, ENSG00000173039
GO:0031326	BP	e	regulation of cellular biosynthetic process	6/7	4020/20424	0.0003374162593526668	5	6	0.04256190072652717	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0072308	BP	e	negative regulation of metanephric nephron tubule epithelial cell differentiation	1/7	1/20424	0.0003427340383728345	9	1	0.04256190072652717	ENSG00000115415
GO:0046725	BP	e	negative regulation by virus of viral protein levels in host cell	1/7	1/20424	0.0003427340383728345	6	1	0.04256190072652717	ENSG00000115415
GO:0046651	BP	e	lymphocyte proliferation	2/7	84/20424	0.00034633733957174827	5	2	0.04256190072652717	ENSG00000171855, ENSG00000233816
GO:0019222	BP	e	regulation of metabolic process	7/7	6555/20424	0.00035000806929149015	3	7	0.04256190072652717	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507, ENSG00000233816
GO:0050793	BP	e	regulation of developmental process	5/7	2358/20424	0.0003507924844096924	3	5	0.04256190072652717	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000185507
GO:0032943	BP	e	mononuclear cell proliferation	2/7	85/20424	0.00035462484816904455	4	2	0.04269073660497506	ENSG00000171855, ENSG00000233816
GO:0002221	BP	e	pattern recognition receptor signaling pathway	2/7	86/20424	0.0003630089559764062	5	2	0.043361279090236	ENSG00000173039, ENSG00000185507
GO:0009889	BP	e	regulation of biosynthetic process	6/7	4080/20424	0.0003676858726635468	4	6	0.04358208932209687	ENSG00000109320, ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000173039, ENSG00000185507
GO:0001819	BP	e	positive regulation of cytokine production	3/7	460/20424	0.0003713554991922076	7	3	0.043681044939333794	ENSG00000115415, ENSG00000173039, ENSG00000185507
GO:0006954	BP	e	inflammatory response	3/7	464/20424	0.00038092206014406183	4	3	0.0444668789754534	ENSG00000109320, ENSG00000169245, ENSG00000173039
GO:0008283	BP	e	cell population proliferation	3/7	471/20424	0.0003980466834673953	2	3	0.04611655147029395	ENSG00000115415, ENSG00000171855, ENSG00000233816
GO:0048525	BP	e	negative regulation of viral process	2/7	93/20424	0.00042439845034138147	5	2	0.04880265463664438	ENSG00000115415, ENSG00000171855
GO:0005126	MF	e	cytokine receptor binding	4/7	272/20424	1.0436148784742557e-06	4	4	0.00505422685645082	ENSG00000115415, ENSG00000169245, ENSG00000171855, ENSG00000233816
GO:0005132	MF	e	type I interferon receptor binding	2/7	17/20424	1.3660429391408023e-05	5	2	0.030793533398591543	ENSG00000171855, ENSG00000233816
GO:0000979	MF	e	RNA polymerase II core promoter sequence-specific DNA binding	2/7	20/20424	1.9075077471768454e-05	9	2	0.030793533398591543	ENSG00000115415, ENSG00000173039
