# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006357	BP	e	regulation of transcription by RNA polymerase II	7/7	2547/20424	4.6567163682714426e-07	10	7	0.00023918447506231553	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0051239	BP	e	regulation of multicellular organismal process	7/7	2581/20424	5.110230075228688e-07	3	7	0.0002540114039651576	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0097167	BP	e	circadian regulation of translation	2/7	4/20424	6.039464258980478e-07	8	2	0.0002908190773957194	ENSG00000132326, ENSG00000179094
GO:0051253	BP	e	negative regulation of RNA metabolic process	6/7	1386/20424	6.375693470597438e-07	7	6	0.0002977062445104119	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:2000113	BP	e	negative regulation of cellular macromolecule biosynthetic process	6/7	1464/20424	8.829445507645926e-07	7	6	0.00040015566419798846	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0010558	BP	e	negative regulation of macromolecule biosynthetic process	6/7	1474/20424	9.194071767092026e-07	6	6	0.0004047755767403458	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0045934	BP	e	negative regulation of nucleobase-containing compound metabolic process	6/7	1486/20424	9.648024851705449e-07	6	6	0.0004129622637220257	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0031327	BP	e	negative regulation of cellular biosynthetic process	6/7	1531/20424	1.1519409449812021e-06	6	6	0.0004797367032760904	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0009890	BP	e	negative regulation of biosynthetic process	6/7	1559/20424	1.2828817349844006e-06	5	6	0.0005202085435361744	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0032501	BP	e	multicellular organismal process	7/7	3011/20424	1.5045448164653685e-06	1	7	0.0005814482894922568	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0009637	BP	e	response to blue light	2/7	6/20424	1.5093731961639477e-06	5	2	0.0005814482894922568	ENSG00000008405, ENSG00000121671
GO:0044070	BP	e	regulation of anion transport	5/7	789/20424	1.6724958563662374e-06	6	5	0.0006285728939206671	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852
GO:0051049	BP	e	regulation of transport	6/7	1697/20424	2.122470961516754e-06	4	6	0.0007786941677621824	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0006355	BP	e	regulation of transcription, DNA-templated	7/7	3369/20424	3.305667912234117e-06	9	7	0.0011556849319995486	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:1903506	BP	e	regulation of nucleic acid-templated transcription	7/7	3370/20424	3.3125485769559183e-06	8	7	0.0011556849319995486	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:2001141	BP	e	regulation of RNA biosynthetic process	7/7	3379/20424	3.375029005125556e-06	7	7	0.0011556849319995486	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:2000849	BP	e	regulation of glucocorticoid secretion	2/7	9/20424	3.6207219954220034e-06	10	2	0.001187057558031014	ENSG00000008405, ENSG00000121671
GO:2000074	BP	e	regulation of type B pancreatic cell development	2/7	9/20424	3.6207219954220034e-06	6	2	0.001187057558031014	ENSG00000133794, ENSG00000134852
GO:0051252	BP	e	regulation of RNA metabolic process	7/7	3639/20424	5.6731940568069105e-06	6	7	0.0018212134837778686	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0009628	BP	e	response to abiotic stimulus	5/7	1031/20424	6.2614085575804025e-06	2	5	0.0019690213155868657	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000134852, ENSG00000179094
GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	7/7	3836/20424	8.20790456690925e-06	6	7	0.0025295120294300927	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0010556	BP	e	regulation of macromolecule biosynthetic process	7/7	3864/20424	8.636925645844422e-06	5	7	0.0026095370054277783	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	7/7	3889/20424	9.036081691217926e-06	5	7	0.0026776342842303276	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:2000846	BP	e	regulation of corticosteroid hormone secretion	2/7	15/20424	1.055009955302343e-05	9	2	0.0030104904446766304	ENSG00000008405, ENSG00000121671
GO:0018298	BP	e	protein-chromophore linkage	2/7	15/20424	1.055009955302343e-05	7	2	0.0030104904446766304	ENSG00000008405, ENSG00000121671
GO:0031326	BP	e	regulation of cellular biosynthetic process	7/7	4020/20424	1.1396550588468957e-05	5	7	0.003192899054867603	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0051172	BP	e	negative regulation of nitrogen compound metabolic process	6/7	2285/20424	1.2341337724825012e-05	5	6	0.0033019313161928867	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0050796	BP	e	regulation of insulin secretion	3/7	147/20424	1.251815291202353e-05	10	3	0.0033019313161928867	ENSG00000132326, ENSG00000133794, ENSG00000134852
GO:0009968	BP	e	negative regulation of signal transduction	5/7	1188/20424	1.2566058309831508e-05	6	5	0.0033019313161928867	ENSG00000008405, ENSG00000121671, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0009889	BP	e	regulation of biosynthetic process	7/7	4080/20424	1.2642867652370714e-05	4	7	0.0033019313161928867	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0070932	BP	e	histone H3 deacetylation	2/7	17/20424	1.3660429391408023e-05	10	2	0.0034507140408558397	ENSG00000132326, ENSG00000179094
GO:0042753	BP	e	positive regulation of circadian rhythm	2/7	17/20424	1.3660429391408023e-05	4	2	0.0034507140408558397	ENSG00000133794, ENSG00000134852
GO:2000831	BP	e	regulation of steroid hormone secretion	2/7	18/20424	1.5365474048044362e-05	8	2	0.003818815961392187	ENSG00000008405, ENSG00000121671
GO:0032368	BP	e	regulation of lipid transport	3/7	160/20424	1.6137754813828647e-05	7	3	0.003947089903591835	ENSG00000008405, ENSG00000121671, ENSG00000132326
GO:0080134	BP	e	regulation of response to stress	5/7	1278/20424	1.7975284120996166e-05	4	5	0.004250687664671404	ENSG00000008405, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0010648	BP	e	negative regulation of cell communication	5/7	1280/20424	1.8113484402911423e-05	5	5	0.004250687664671404	ENSG00000008405, ENSG00000121671, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0023057	BP	e	negative regulation of signaling	5/7	1285/20424	1.846266282937036e-05	4	5	0.004250687664671404	ENSG00000008405, ENSG00000121671, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0031324	BP	e	negative regulation of cellular metabolic process	6/7	2447/20424	1.8482450096241423e-05	5	6	0.004250687664671404	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0071478	BP	e	cellular response to radiation	3/7	174/20424	2.0744125571350606e-05	5	3	0.004700679866602081	ENSG00000008405, ENSG00000121671, ENSG00000134852
GO:0090276	BP	e	regulation of peptide hormone secretion	3/7	177/20424	2.183247289525227e-05	9	3	0.004875602533955684	ENSG00000132326, ENSG00000133794, ENSG00000134852
GO:1905952	BP	e	regulation of lipid localization	3/7	187/20424	2.5731423424785843e-05	4	3	0.005664221479321787	ENSG00000008405, ENSG00000121671, ENSG00000132326
GO:0010605	BP	e	negative regulation of macromolecule metabolic process	6/7	2664/20424	3.0475282926756773e-05	5	6	0.006613994853780212	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0032879	BP	e	regulation of localization	6/7	2674/20424	3.115406601071212e-05	3	6	0.006667402821653654	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0010468	BP	e	regulation of gene expression	7/7	4699/20424	3.4006138500221775e-05	5	7	0.0071780902486290035	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0048523	BP	e	negative regulation of cellular process	7/7	4719/20424	3.503299595247004e-05	4	7	0.007275184892037917	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0080135	BP	e	regulation of cellular response to stress	4/7	662/20424	3.541040086331649e-05	5	4	0.007275184892037917	ENSG00000008405, ENSG00000133794, ENSG00000170485, ENSG00000179094
GO:0019915	BP	e	lipid storage	2/7	29/20424	4.07005690987914e-05	4	2	0.008252040384779957	ENSG00000008405, ENSG00000121671
GO:0048585	BP	e	negative regulation of response to stimulus	5/7	1549/20424	4.5993922312775725e-05	4	5	0.009150469257606337	ENSG00000008405, ENSG00000121671, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0006094	BP	e	gluconeogenesis	2/7	31/20424	4.6599960932900504e-05	7	2	0.009150469257606337	ENSG00000008405, ENSG00000132326
GO:0009892	BP	e	negative regulation of metabolic process	6/7	2867/20424	4.691330205405286e-05	4	6	0.009150469257606337	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	5/7	1612/20424	5.5846577110025404e-05	9	5	0.010308662771476474	ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0045893	BP	e	positive regulation of transcription, DNA-templated	5/7	1612/20424	5.5846577110025404e-05	10	5	0.010308662771476474	ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0032369	BP	e	negative regulation of lipid transport	2/7	34/20424	5.6193059637364344e-05	8	2	0.010308662771476474	ENSG00000008405, ENSG00000121671
GO:0019319	BP	e	hexose biosynthetic process	2/7	34/20424	5.6193059637364344e-05	6	2	0.010308662771476474	ENSG00000008405, ENSG00000132326
GO:0050708	BP	e	regulation of protein secretion	3/7	243/20424	5.620575763313859e-05	9	3	0.010308662771476474	ENSG00000132326, ENSG00000133794, ENSG00000134852
GO:1902680	BP	e	positive regulation of RNA biosynthetic process	5/7	1618/20424	5.686523042218835e-05	8	5	0.010308662771476474	ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	6/7	2985/20424	5.94338557838017e-05	5	6	0.010554096409757322	ENSG00000008405, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0044060	BP	e	regulation of endocrine process	2/7	35/20424	5.958896668498196e-05	5	2	0.010554096409757322	ENSG00000008405, ENSG00000121671
GO:0048519	BP	e	negative regulation of biological process	7/7	5121/20424	6.211016972921991e-05	3	7	0.010875631879063062	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0046364	BP	e	monosaccharide biosynthetic process	2/7	38/20424	7.03706266625844e-05	5	2	0.012183606587008575	ENSG00000008405, ENSG00000132326
GO:0051254	BP	e	positive regulation of RNA metabolic process	5/7	1709/20424	7.419169895197924e-05	7	5	0.012702443212789422	ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0002791	BP	e	regulation of peptide secretion	3/7	272/20424	7.859227268973076e-05	8	3	0.013308003625011663	ENSG00000132326, ENSG00000133794, ENSG00000134852
GO:0031325	BP	e	positive regulation of cellular metabolic process	6/7	3186/20424	8.705058856112635e-05	5	6	0.014580027381939087	ENSG00000008405, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0010646	BP	e	regulation of cell communication	6/7	3200/20424	8.931229380957929e-05	4	6	0.014797990702277497	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0050896	BP	e	response to stimulus	7/7	5402/20424	9.029299547894434e-05	1	7	0.014801327312075035	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0023051	BP	e	regulation of signaling	6/7	3216/20424	9.195614332285608e-05	3	6	0.014915286446967255	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0051171	BP	e	regulation of nitrogen compound metabolic process	7/7	5482/20424	0.00010008520379574181	4	7	0.01606471776342277	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	5/7	1850/20424	0.00010897377481497097	6	5	0.017016936220992897	ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0104004	BP	e	cellular response to environmental stimulus	3/7	304/20424	0.00010933069542983302	3	3	0.017016936220992897	ENSG00000008405, ENSG00000121671, ENSG00000134852
GO:0071214	BP	e	cellular response to abiotic stimulus	3/7	304/20424	0.00010933069542983302	4	3	0.017016936220992897	ENSG00000008405, ENSG00000121671, ENSG00000134852
GO:0010604	BP	e	positive regulation of macromolecule metabolic process	6/7	3371/20424	0.00012107428637316075	5	6	0.018308726099655514	ENSG00000008405, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0080090	BP	e	regulation of primary metabolic process	7/7	5639/20424	0.00012197130682675281	4	7	0.018308726099655514	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	5/7	1894/20424	0.0001221050807149142	6	5	0.018308726099655514	ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:1905953	BP	e	negative regulation of lipid localization	2/7	50/20424	0.0001223829442705249	5	2	0.018308726099655514	ENSG00000008405, ENSG00000121671
GO:0000122	BP	e	negative regulation of transcription by RNA polymerase II	4/7	940/20424	0.00013956307229430248	11	4	0.020678147894066412	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000179094
GO:0031328	BP	e	positive regulation of cellular biosynthetic process	5/7	1951/20424	0.00014092917479607755	6	5	0.020681691946978654	ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0016575	BP	e	histone deacetylation	2/7	55/20424	0.00014823696376694664	9	2	0.02154889976117812	ENSG00000132326, ENSG00000179094
GO:0009891	BP	e	positive regulation of biosynthetic process	5/7	1985/20424	0.00015319641463333228	5	5	0.022061715449392682	ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0031323	BP	e	regulation of cellular metabolic process	7/7	5869/20424	0.00016138204376251266	4	7	0.023025332521634793	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0006476	BP	e	protein deacetylation	2/7	59/20424	0.00017068534934120463	8	2	0.024129271082556164	ENSG00000132326, ENSG00000179094
GO:0046888	BP	e	negative regulation of hormone secretion	2/7	60/20424	0.0001765422039071672	8	2	0.02473035290914127	ENSG00000008405, ENSG00000121671
GO:0051726	BP	e	regulation of cell cycle	4/7	1024/20424	0.00019464518565118766	4	4	0.027020609600893253	ENSG00000008405, ENSG00000132326, ENSG00000133794, ENSG00000134852
GO:0060255	BP	e	regulation of macromolecule metabolic process	7/7	6043/20424	0.0001980247077397648	4	7	0.02724431001394675	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0009893	BP	e	positive regulation of metabolic process	6/7	3674/20424	0.00019999210242789323	4	6	0.027271489436384133	ENSG00000008405, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0019538	BP	e	protein metabolic process	6/7	3680/20424	0.00020190097748738607	4	6	0.027290282123711682	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0014823	BP	e	response to activity	2/7	65/20424	0.00020729260241934486	2	2	0.02777540617982335	ENSG00000008405, ENSG00000121671
GO:0048583	BP	e	regulation of response to stimulus	6/7	3730/20424	0.00021839822253078356	3	6	0.029011191473938307	ENSG00000008405, ENSG00000121671, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0016570	BP	e	histone modification	3/7	386/20424	0.00022157121858967105	7	3	0.029181118865369584	ENSG00000132326, ENSG00000134852, ENSG00000179094
GO:0016569	BP	e	covalent chromatin modification	3/7	389/20424	0.0002266902226415402	5	3	0.029602285090538076	ENSG00000132326, ENSG00000134852, ENSG00000179094
GO:0035601	BP	e	protein deacylation	2/7	70/20424	0.0002404821060060267	7	2	0.03113940144072996	ENSG00000132326, ENSG00000179094
GO:0098732	BP	e	macromolecule deacylation	2/7	74/20424	0.0002687858024014185	5	2	0.03451433691002881	ENSG00000132326, ENSG00000179094
GO:0032268	BP	e	regulation of cellular protein metabolic process	5/7	2294/20424	0.0003074289575145398	6	5	0.03915018848216152	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000179094
GO:0031397	BP	e	negative regulation of protein ubiquitination	2/7	82/20424	0.0003300523125278143	10	2	0.04168668921099254	ENSG00000008405, ENSG00000132326
GO:0019222	BP	e	regulation of metabolic process	7/7	6555/20424	0.00035000806929149015	3	7	0.0438477588594518	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0045944	BP	e	positive regulation of transcription by RNA polymerase II	4/7	1204/20424	0.00036421958146382613	11	4	0.04526015750625885	ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:1990513	CC	e	CLOCK-BMAL transcription complex	3/7	5/20424	2.4645241045456836e-10	4	3	4.864970582373179e-07	ENSG00000133794, ENSG00000134852, ENSG00000170485
GO:0033391	CC	e	chromatoid body	2/7	12/20424	6.634740020173011e-06	7	2	0.0065484883999107615	ENSG00000133794, ENSG00000134852
GO:0090575	CC	e	RNA polymerase II transcription regulator complex	3/7	241/20424	5.483992078263239e-05	3	3	0.036084667874972116	ENSG00000133794, ENSG00000134852, ENSG00000170485
GO:0005634	CC	e	nucleus	7/7	5475/20424	9.919354130097737e-05	5	7	0.04895201263203233	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0070888	MF	e	E-box binding	4/7	49/20424	1.0177158288161225e-09	10	4	4.928797758956481e-06	ENSG00000008405, ENSG00000133794, ENSG00000134852, ENSG00000179094
GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	7/7	1506/20424	1.1699603666455093e-08	7	7	1.838167761872734e-05	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0001067	MF	e	regulatory region nucleic acid binding	7/7	1508/20424	1.1809018214499999e-08	4	7	1.838167761872734e-05	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:1990837	MF	e	sequence-specific double-stranded DNA binding	7/7	1563/20424	1.5182058739399e-08	6	7	1.838167761872734e-05	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0003690	MF	e	double-stranded DNA binding	7/7	1657/20424	2.2866899936082166e-08	5	7	1.909145951950692e-05	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0043565	MF	e	sequence-specific DNA binding	7/7	1665/20424	2.3652437975849992e-08	5	7	1.909145951950692e-05	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
GO:0009882	MF	e	blue light photoreceptor activity	2/7	2/20424	1.0069060521519225e-07	4	2	6.966351443673944e-05	ENSG00000008405, ENSG00000121671
GO:0003677	MF	e	DNA binding	7/7	2473/20424	3.787378012270922e-07	4	7	0.00021667018077105117	ENSG00000008405, ENSG00000121671, ENSG00000132326, ENSG00000133794, ENSG00000134852, ENSG00000170485, ENSG00000179094
