# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0009893	BP	e	positive regulation of metabolic process	6/6	3674/20424	3.3770313329660486e-05	4	6	0.032522922381046156	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	5/6	1894/20424	3.77939932984454e-05	6	5	0.03317935805619694	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0031328	BP	e	positive regulation of cellular biosynthetic process	5/6	1951/20424	4.373008222500138e-05	6	5	0.03317935805619694	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	6/6	3836/20424	4.375691786975076e-05	6	6	0.03317935805619694	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0010556	BP	e	regulation of macromolecule biosynthetic process	6/6	3864/20424	4.570988798122452e-05	5	6	0.03317935805619694	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	6/6	3889/20424	4.751447745731072e-05	5	6	0.03317935805619694	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0009891	BP	e	positive regulation of biosynthetic process	5/6	1985/20424	4.760796086885693e-05	5	5	0.03317935805619694	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0030154	BP	e	cell differentiation	5/6	2001/20424	4.952464373369651e-05	3	5	0.03317935805619694	ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:1990090	BP	e	cellular response to nerve growth factor stimulus	2/6	39/20424	5.303712446633896e-05	6	2	0.03405204378757571	ENSG00000101412, ENSG00000125968
GO:0031326	BP	e	regulation of cellular biosynthetic process	6/6	4020/20424	5.797079469613764e-05	5	6	0.03477468529903935	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:1990089	BP	e	response to nerve growth factor	2/6	41/20424	5.867621635245785e-05	5	2	0.03477468529903935	ENSG00000101412, ENSG00000125968
GO:0000122	BP	e	negative regulation of transcription by RNA polymerase II	4/6	940/20424	6.208222905928487e-05	11	4	0.03487018009032575	ENSG00000101412, ENSG00000125968, ENSG00000157557, ENSG00000162367
GO:0009889	BP	e	regulation of biosynthetic process	6/6	4080/20424	6.336329693874495e-05	4	6	0.03487018009032575	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0045646	BP	e	regulation of erythrocyte differentiation	2/6	45/20424	7.080377345485693e-05	7	2	0.03762121879882381	ENSG00000134954, ENSG00000162367
GO:0061515	BP	e	myeloid cell development	2/6	49/20424	8.406233957021202e-05	4	2	0.04317721968124657	ENSG00000151702, ENSG00000162367
GO:0043392	BP	e	negative regulation of DNA binding	2/6	52/20424	9.474741489775867e-05	5	2	0.04709557794063108	ENSG00000101412, ENSG00000125968
GO:0000785	CC	e	chromatin	5/6	1094/20424	2.506267695241277e-06	2	5	0.004947372430406281	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0005654	CC	e	nucleoplasm	6/6	3804/20424	4.161059086594567e-05	2	6	0.04106965318468837	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0140110	MF	e	transcription regulator activity	6/6	1919/20424	6.831657476833619e-07	1	6	0.0033085717160305215	ENSG00000101412, ENSG00000125968, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0000978	MF	e	RNA polymerase II cis-regulatory region sequence-specific DNA binding	5/6	1196/20424	3.899779934755623e-06	9	5	0.005147104475887907	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0140297	MF	e	DNA-binding transcription factor binding	4/6	468/20424	3.936664590861526e-06	4	4	0.005147104475887907	ENSG00000101412, ENSG00000134954, ENSG00000157557, ENSG00000162367
GO:0000987	MF	e	cis-regulatory region sequence-specific DNA binding	5/6	1217/20424	4.251170329042252e-06	8	5	0.005147104475887907	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0000981	MF	e	DNA-binding transcription factor activity, RNA polymerase II-specific	5/6	1364/20424	7.47761698361574e-06	3	5	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0000977	MF	e	RNA polymerase II transcription regulatory region sequence-specific DNA binding	5/6	1412/20424	8.873024123447761e-06	8	5	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0003700	MF	e	DNA-binding transcription factor activity	5/6	1414/20424	8.935358380532832e-06	2	5	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0008134	MF	e	transcription factor binding	4/6	592/20424	1.0006879984577666e-05	3	4	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000157557, ENSG00000162367
GO:0000976	MF	e	transcription regulatory region sequence-specific DNA binding	5/6	1506/20424	1.220237100711639e-05	7	5	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0001067	MF	e	regulatory region nucleic acid binding	5/6	1508/20424	1.2282651865351594e-05	4	5	0.005948488298389777	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:1990837	MF	e	sequence-specific double-stranded DNA binding	5/6	1563/20424	1.4660273812633164e-05	6	5	0.006454518734052946	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0003690	MF	e	double-stranded DNA binding	5/6	1657/20424	1.9558465939144934e-05	5	5	0.007461482008032098	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0043565	MF	e	sequence-specific DNA binding	5/6	1665/20424	2.0028756164447093e-05	5	5	0.007461482008032098	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
GO:0061629	MF	e	RNA polymerase II-specific DNA-binding transcription factor binding	3/6	347/20424	9.361470497283922e-05	5	3	0.032384001155961455	ENSG00000134954, ENSG00000157557, ENSG00000162367
GO:0003677	MF	e	DNA binding	5/6	2473/20424	0.00013993187886910045	4	5	0.04517933929087024	ENSG00000101412, ENSG00000134954, ENSG00000151702, ENSG00000157557, ENSG00000162367
