# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0009890	BP	e	negative regulation of biosynthetic process	9/15	1559/20424	2.8208206496042246e-07	5	9	0.000384230363384862	ENSG00000074800, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0009893	BP	e	positive regulation of metabolic process	12/15	3674/20424	2.992254111634982e-07	4	12	0.000384230363384862	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0045893	BP	e	positive regulation of transcription, DNA-templated	9/15	1612/20424	3.757161427165959e-07	10	9	0.00039843891008233375	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:1903508	BP	e	positive regulation of nucleic acid-templated transcription	9/15	1612/20424	3.757161427165959e-07	9	9	0.00039843891008233375	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:1902680	BP	e	positive regulation of RNA biosynthetic process	9/15	1618/20424	3.8786317419916975e-07	8	9	0.00039843891008233375	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0070887	BP	e	cellular response to chemical stimulus	9/15	1661/20424	4.854558026257304e-07	3	9	0.00044652832174899834	ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	11/15	2985/20424	4.926329722715927e-07	5	11	0.00044652832174899834	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0051254	BP	e	positive regulation of RNA metabolic process	9/15	1709/20424	6.192110376894846e-07	7	9	0.0005124867916648249	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0045944	BP	e	positive regulation of transcription by RNA polymerase II	8/15	1204/20424	6.319195951477495e-07	11	8	0.0005124867916648249	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0006006	BP	e	glucose metabolic process	4/15	99/20424	6.804532123848999e-07	6	4	0.0005242551774819461	ENSG00000074800, ENSG00000102144, ENSG00000111640, ENSG00000136997
GO:0048519	BP	e	negative regulation of biological process	13/15	5121/20424	9.473237322640216e-07	3	13	0.0006211308998604421	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000131759, ENSG00000134533, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0031325	BP	e	positive regulation of cellular metabolic process	11/15	3186/20424	9.68778585656055e-07	5	11	0.0006211308998604421	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0045892	BP	e	negative regulation of transcription, DNA-templated	8/15	1276/20424	9.840162526212268e-07	10	8	0.0006211308998604421	ENSG00000074800, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:1903507	BP	e	negative regulation of nucleic acid-templated transcription	8/15	1278/20424	9.95817535537538e-07	9	8	0.0006211308998604421	ENSG00000074800, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:1902679	BP	e	negative regulation of RNA biosynthetic process	8/15	1280/20424	1.0077404436700015e-06	8	8	0.0006211308998604421	ENSG00000074800, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	9/15	1850/20424	1.215955764601172e-06	6	9	0.0007206408606438253	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0006357	BP	e	regulation of transcription by RNA polymerase II	10/15	2547/20424	1.4789462950544564e-06	10	10	0.0008425594859945579	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0071310	BP	e	cellular response to organic substance	8/15	1354/20424	1.5445518190251247e-06	4	8	0.0008425594859945579	ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381
GO:0042221	BP	e	response to chemical	10/15	2566/20424	1.5857112787229657e-06	2	10	0.0008425594859945579	ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000131759, ENSG00000134533, ENSG00000136997, ENSG00000140009, ENSG00000144381
GO:0009755	BP	e	hormone-mediated signaling pathway	4/15	124/20424	1.6775468295475193e-06	5	4	0.0008610420207397664	ENSG00000082175, ENSG00000091831, ENSG00000131759, ENSG00000140009
GO:0032355	BP	e	response to estradiol	4/15	125/20424	1.7322540491227696e-06	5	4	0.0008610420207397664	ENSG00000091831, ENSG00000131759, ENSG00000136997, ENSG00000140009
GO:0051253	BP	e	negative regulation of RNA metabolic process	8/15	1386/20424	1.8436868517097555e-06	7	8	0.0008877928343123632	ENSG00000074800, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0010605	BP	e	negative regulation of macromolecule metabolic process	10/15	2664/20424	2.2522347310394363e-06	5	10	0.0010516571203208083	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0030522	BP	e	intracellular receptor signaling pathway	4/15	140/20424	2.7223331744313202e-06	5	4	0.0012337774083768299	ENSG00000082175, ENSG00000091831, ENSG00000131759, ENSG00000140009
GO:0019318	BP	e	hexose metabolic process	4/15	142/20424	2.8805374064012117e-06	5	4	0.0012339042265293032	ENSG00000074800, ENSG00000102144, ENSG00000111640, ENSG00000136997
GO:0006096	BP	e	glycolytic process	3/15	39/20424	2.88276670485138e-06	12	3	0.0012339042265293032	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0006757	BP	e	ATP generation from ADP	3/15	40/20424	3.1151305526174276e-06	11	3	0.0012655415712381087	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0045934	BP	e	negative regulation of nucleobase-containing compound metabolic process	8/15	1486/20424	3.120940989489787e-06	6	8	0.0012655415712381087	ENSG00000074800, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0010033	BP	e	response to organic substance	9/15	2103/20424	3.591609780766152e-06	3	9	0.0014190542336365547	ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000134533, ENSG00000136997, ENSG00000140009, ENSG00000144381
GO:0009892	BP	e	negative regulation of metabolic process	10/15	2867/20424	4.464910269705169e-06	4	10	0.0017199950586471735	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0010468	BP	e	regulation of gene expression	12/15	4699/20424	4.851626292444906e-06	5	12	0.0017842259971565838	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0005996	BP	e	monosaccharide metabolic process	4/15	162/20424	4.863228754661336e-06	4	4	0.0017842259971565838	ENSG00000074800, ENSG00000102144, ENSG00000111640, ENSG00000136997
GO:0048146	BP	e	positive regulation of fibroblast proliferation	3/15	47/20424	5.096776886568044e-06	6	3	0.0018264240708169067	ENSG00000091831, ENSG00000101412, ENSG00000136997
GO:0046031	BP	e	ADP metabolic process	3/15	48/20424	5.4341649773170486e-06	10	3	0.0019030692758063273	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0042127	BP	e	regulation of cell population proliferation	8/15	1610/20424	5.7001224820643905e-06	4	8	0.0019518486072473374	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000134533, ENSG00000136997, ENSG00000159216
GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	11/15	3836/20424	6.524876015461777e-06	6	11	0.0021856916200489246	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0010556	BP	e	regulation of macromolecule biosynthetic process	11/15	3864/20424	7.026450675973728e-06	5	11	0.002294008962247854	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0051172	BP	e	negative regulation of nitrogen compound metabolic process	9/15	2285/20424	7.199601842776711e-06	5	9	0.002294008962247854	ENSG00000074800, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0030518	BP	e	intracellular steroid hormone receptor signaling pathway	3/15	53/20424	7.34391461548592e-06	7	3	0.002294008962247854	ENSG00000082175, ENSG00000091831, ENSG00000140009
GO:0071396	BP	e	cellular response to lipid	5/15	403/20424	7.44373081396539e-06	5	5	0.002294008962247854	ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009
GO:0006165	BP	e	nucleoside diphosphate phosphorylation	3/15	57/20424	9.15667160301594e-06	8	3	0.002766571622173973	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0046939	BP	e	nucleotide phosphorylation	3/15	58/20424	9.65186852892312e-06	6	3	0.002860108503118776	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0031326	BP	e	regulation of cellular biosynthetic process	11/15	4020/20424	1.050407845932886e-05	5	11	0.003051752972999981	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0006090	BP	e	pyruvate metabolic process	3/15	60/20424	1.0694701832824905e-05	7	3	0.003051752972999981	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0009179	BP	e	purine ribonucleoside diphosphate metabolic process	3/15	61/20424	1.1242916151991869e-05	9	3	0.003093608839036477	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0009135	BP	e	purine nucleoside diphosphate metabolic process	3/15	61/20424	1.1242916151991869e-05	8	3	0.003093608839036477	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0009889	BP	e	regulation of biosynthetic process	11/15	4080/20424	1.2204949213703046e-05	4	11	0.00329940460410439	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0031324	BP	e	negative regulation of cellular metabolic process	9/15	2447/20424	1.2730995132291837e-05	5	9	0.0033822742067842228	ENSG00000074800, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0043627	BP	e	response to estrogen	3/15	69/20424	1.6309708912844127e-05	5	3	0.004259598383695172	ENSG00000091831, ENSG00000131759, ENSG00000136997
GO:0009185	BP	e	ribonucleoside diphosphate metabolic process	3/15	70/20424	1.7032479714822216e-05	8	3	0.004374224665428259	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0043401	BP	e	steroid hormone mediated signaling pathway	3/15	73/20424	1.9326839073057682e-05	6	3	0.004768115825346545	ENSG00000082175, ENSG00000091831, ENSG00000140009
GO:0006355	BP	e	regulation of transcription, DNA-templated	10/15	3369/20424	1.9750341323042606e-05	9	10	0.004768115825346545	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0051239	BP	e	regulation of multicellular organismal process	9/15	2581/20424	1.9787961431477842e-05	3	9	0.004768115825346545	ENSG00000074800, ENSG00000091831, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000144381, ENSG00000159216
GO:1903506	BP	e	regulation of nucleic acid-templated transcription	10/15	3370/20424	1.980397253697053e-05	8	10	0.004768115825346545	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:2001141	BP	e	regulation of RNA biosynthetic process	10/15	3379/20424	2.029243795681357e-05	7	10	0.004810556561177543	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0048145	BP	e	regulation of fibroblast proliferation	3/15	77/20424	2.2690621869321234e-05	5	3	0.005297572611884407	ENSG00000091831, ENSG00000101412, ENSG00000136997
GO:0051171	BP	e	regulation of nitrogen compound metabolic process	12/15	5482/20424	2.693659222962569e-05	4	12	0.006195014174123914	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0042981	BP	e	regulation of apoptotic process	7/15	1398/20424	2.736763075109735e-05	6	7	0.006197954514942838	ENSG00000074800, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000144381
GO:0051240	BP	e	positive regulation of multicellular organismal process	7/15	1404/20424	2.8141146347256827e-05	4	7	0.006197954514942838	ENSG00000074800, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000144381, ENSG00000159216
GO:0051716	BP	e	cellular response to stimulus	9/15	2694/20424	2.8156065678888875e-05	2	9	0.006197954514942838	ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381
GO:0048522	BP	e	positive regulation of cellular process	12/15	5526/20424	2.94181700599806e-05	4	12	0.00638457158386255	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0043067	BP	e	regulation of programmed cell death	7/15	1426/20424	3.1135074120307066e-05	5	7	0.006663338293330716	ENSG00000074800, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000144381
GO:0003006	BP	e	developmental process involved in reproduction	6/15	942/20424	3.3120779944725525e-05	2	6	0.006991206824222953	ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997
GO:0009132	BP	e	nucleoside diphosphate metabolic process	3/15	90/20424	3.6233084635412363e-05	7	3	0.007544805420906339	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0080090	BP	e	regulation of primary metabolic process	12/15	5639/20424	3.675889876613927e-05	4	12	0.007552238281165867	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:2001171	BP	e	positive regulation of ATP biosynthetic process	2/15	13/20424	3.9086423600788206e-05	11	2	0.007924772385059809	ENSG00000074800, ENSG00000136997
GO:0051252	BP	e	regulation of RNA metabolic process	10/15	3639/20424	3.982221010567135e-05	6	10	0.007935714134631806	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0048608	BP	e	reproductive structure development	4/15	277/20424	4.017040057766765e-05	3	4	0.007935714134631806	ENSG00000087510, ENSG00000091831, ENSG00000131759, ENSG00000136997
GO:1901360	BP	e	organic cyclic compound metabolic process	9/15	2857/20424	4.5537220601634366e-05	3	9	0.008779562622935323	ENSG00000074800, ENSG00000091831, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000120158, ENSG00000131759, ENSG00000136997, ENSG00000144381
GO:0060252	BP	e	positive regulation of glial cell proliferation	2/15	14/20424	4.558147899505651e-05	9	2	0.008779562622935323	ENSG00000101412, ENSG00000136997
GO:1902106	BP	e	negative regulation of leukocyte differentiation	3/15	99/20424	4.818353059531667e-05	7	3	0.009166173122755982	ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0016052	BP	e	carbohydrate catabolic process	3/15	101/20424	5.1149211146381806e-05	4	3	0.00941950357261458	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:1903707	BP	e	negative regulation of hemopoiesis	3/15	101/20424	5.1149211146381806e-05	6	3	0.00941950357261458	ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0048523	BP	e	negative regulation of cellular process	11/15	4719/20424	5.256957325016549e-05	4	11	0.00941950357261458	ENSG00000074800, ENSG00000087510, ENSG00000091831, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000134533, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0010755	BP	e	regulation of plasminogen activation	2/15	15/20424	5.25716988282727e-05	8	2	0.00941950357261458	ENSG00000074800, ENSG00000159216
GO:0030852	BP	e	regulation of granulocyte differentiation	2/15	15/20424	5.25716988282727e-05	8	2	0.00941950357261458	ENSG00000131759, ENSG00000159216
GO:0071456	BP	e	cellular response to hypoxia	3/15	104/20424	5.581850876757145e-05	6	3	0.009886291972408144	ENSG00000101412, ENSG00000102144, ENSG00000136997
GO:0031323	BP	e	regulation of cellular metabolic process	12/15	5869/20424	5.697777965667415e-05	4	12	0.009976938712837408	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0010941	BP	e	regulation of cell death	7/15	1569/20424	5.7782998560581055e-05	4	7	0.010004249717078579	ENSG00000074800, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000144381
GO:0036294	BP	e	cellular response to decreased oxygen levels	3/15	112/20424	6.961584448862623e-05	5	3	0.011919006085836018	ENSG00000101412, ENSG00000102144, ENSG00000136997
GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	10/15	3889/20424	7.24838308234471e-05	5	10	0.012158610454000893	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000159216
GO:0046034	BP	e	ATP metabolic process	3/15	114/20424	7.338248894945052e-05	2	3	0.012158610454000893	ENSG00000074800, ENSG00000102144, ENSG00000111640
GO:0002761	BP	e	regulation of myeloid leukocyte differentiation	3/15	114/20424	7.338248894945052e-05	7	3	0.012158610454000893	ENSG00000131759, ENSG00000136997, ENSG00000159216
GO:0048518	BP	e	positive regulation of biological process	12/15	6020/20424	7.518499268934935e-05	3	12	0.01232473991861898	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0030728	BP	e	ovulation	2/15	18/20424	7.650701124206216e-05	3	2	0.012409437223462483	ENSG00000082175, ENSG00000136997
GO:0060255	BP	e	regulation of macromolecule metabolic process	12/15	6043/20424	7.837400577345334e-05	4	12	0.012579844322532735	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0030520	BP	e	intracellular estrogen receptor signaling pathway	2/15	20/20424	9.492810635685256e-05	8	2	0.014925991743395319	ENSG00000091831, ENSG00000140009
GO:2001169	BP	e	regulation of ATP biosynthetic process	2/15	20/20424	9.492810635685256e-05	10	2	0.014925991743395319	ENSG00000074800, ENSG00000136997
GO:0006091	BP	e	generation of precursor metabolites and energy	4/15	349/20424	9.855355286272646e-05	3	4	0.015339512081431837	ENSG00000074800, ENSG00000102144, ENSG00000111640, ENSG00000136997
GO:0071453	BP	e	cellular response to oxygen levels	3/15	127/20424	0.0001011541840810042	4	3	0.015586848225041937	ENSG00000101412, ENSG00000102144, ENSG00000136997
GO:0006139	BP	e	nucleobase-containing compound metabolic process	8/15	2409/20424	0.00011054750497003245	4	8	0.016865608951319108	ENSG00000074800, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000120158, ENSG00000131759, ENSG00000136997, ENSG00000144381
GO:0030162	BP	e	regulation of proteolysis	5/15	723/20424	0.0001224804260505442	6	5	0.018502949853067014	ENSG00000074800, ENSG00000111640, ENSG00000136997, ENSG00000144381, ENSG00000159216
GO:0030810	BP	e	positive regulation of nucleotide biosynthetic process	2/15	23/20424	0.00012624345655814841	9	2	0.018704667520235665	ENSG00000074800, ENSG00000136997
GO:1900373	BP	e	positive regulation of purine nucleotide biosynthetic process	2/15	23/20424	0.00012624345655814841	10	2	0.018704667520235665	ENSG00000074800, ENSG00000136997
GO:0033993	BP	e	response to lipid	5/15	741/20424	0.00013751545442478955	4	5	0.020180720354586495	ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009
GO:0060251	BP	e	regulation of glial cell proliferation	2/15	26/20424	0.0001619641453033642	5	2	0.023544391650750368	ENSG00000101412, ENSG00000136997
GO:0046483	BP	e	heterocycle metabolic process	8/15	2566/20424	0.00017384679328895234	3	8	0.025035562969995012	ENSG00000074800, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000120158, ENSG00000131759, ENSG00000136997, ENSG00000144381
GO:0019222	BP	e	regulation of metabolic process	12/15	6555/20424	0.00018902194839634737	3	12	0.02696888150777145	ENSG00000074800, ENSG00000082175, ENSG00000087510, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000111640, ENSG00000131759, ENSG00000136997, ENSG00000140009, ENSG00000144381, ENSG00000159216
GO:0050896	BP	e	response to stimulus	11/15	5402/20424	0.00019896430302002795	1	11	0.028126981148950556	ENSG00000074800, ENSG00000091831, ENSG00000101057, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000131759, ENSG00000134533, ENSG00000136997, ENSG00000140009, ENSG00000144381
GO:0006725	BP	e	cellular aromatic compound metabolic process	8/15	2625/20424	0.0002044333747975238	3	8	0.028637398838682222	ENSG00000074800, ENSG00000101412, ENSG00000102144, ENSG00000111640, ENSG00000120158, ENSG00000131759, ENSG00000136997, ENSG00000144381
GO:0010629	BP	e	negative regulation of gene expression	5/15	811/20424	0.00020997783520137675	6	5	0.029149085248810942	ENSG00000082175, ENSG00000091831, ENSG00000111640, ENSG00000131759, ENSG00000136997
GO:1901701	BP	e	cellular response to oxygen-containing compound	5/15	828/20424	0.00023133598070702237	4	5	0.03182728684566525	ENSG00000091831, ENSG00000101412, ENSG00000131759, ENSG00000136997, ENSG00000140009
GO:0001819	BP	e	positive regulation of cytokine production	4/15	460/20424	0.00028460909098933766	7	4	0.03881010161995314	ENSG00000111640, ENSG00000131759, ENSG00000144381, ENSG00000159216
