# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0006357	BP	e	regulation of transcription by RNA polymerase II	10/12	2547/20424	4.651824830086146e-08	10	10	5.973330733899785e-05	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0051239	BP	e	regulation of multicellular organismal process	10/12	2581/20424	5.294599491709787e-08	3	10	6.275729505212009e-05	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000170345
GO:0010557	BP	e	positive regulation of macromolecule biosynthetic process	9/12	1850/20424	6.883652796323645e-08	6	9	7.576443281325074e-05	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0051716	BP	e	cellular response to stimulus	10/12	2694/20424	8.040874519486494e-08	2	10	8.143226048988251e-05	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000170345
GO:0045935	BP	e	positive regulation of nucleobase-containing compound metabolic process	9/12	1894/20424	8.455553039380364e-08	6	9	8.143226048988251e-05	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0031328	BP	e	positive regulation of cellular biosynthetic process	9/12	1951/20424	1.0957490709478884e-07	6	9	8.961994124701732e-05	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:1901700	BP	e	response to oxygen-containing compound	8/12	1318/20424	1.1541105611985756e-07	3	8	8.961994124701732e-05	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:0050896	BP	e	response to stimulus	12/12	5402/20424	1.1616068695686349e-07	1	12	8.961994124701732e-05	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:1901701	BP	e	cellular response to oxygen-containing compound	7/12	828/20424	1.1632155395809893e-07	4	7	8.961994124701732e-05	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:0009891	BP	e	positive regulation of biosynthetic process	9/12	1985/20424	1.2742212715909356e-07	5	9	9.349750273307013e-05	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0071310	BP	e	cellular response to organic substance	8/12	1354/20424	1.4231040674296555e-07	4	8	9.967550261374345e-05	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:0006950	BP	e	response to stress	10/12	2948/20424	1.9320249102472886e-07	2	10	0.00012943726887826293	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0051173	BP	e	positive regulation of nitrogen compound metabolic process	10/12	2985/20424	2.1808098697891622e-07	5	10	0.000140017080348255	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0010942	BP	e	positive regulation of cell death	6/12	568/20424	3.6106819067999857e-07	5	6	0.00022254799000752393	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:0009719	BP	e	response to endogenous stimulus	7/12	986/20424	3.8291795222671295e-07	2	7	0.00022693779714851614	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:0031325	BP	e	positive regulation of cellular metabolic process	10/12	3186/20424	4.1025221068806957e-07	5	10	0.00023413245609231348	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0010941	BP	e	regulation of cell death	8/12	1569/20424	4.458531721355324e-07	4	8	0.00024536255462272925	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:0050793	BP	e	regulation of developmental process	9/12	2358/20424	5.700540373518697e-07	3	9	0.0003028952641915504	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000158055, ENSG00000170345
GO:0070887	BP	e	cellular response to chemical stimulus	8/12	1661/20424	6.920485118896348e-07	3	8	0.0003283953876859601	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:0006355	BP	e	regulation of transcription, DNA-templated	10/12	3369/20424	7.041524463364002e-07	9	10	0.0003283953876859601	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:1903506	BP	e	regulation of nucleic acid-templated transcription	10/12	3370/20424	7.061742990336591e-07	8	10	0.0003283953876859601	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0010604	BP	e	positive regulation of macromolecule metabolic process	10/12	3371/20424	7.0820132808397e-07	5	10	0.0003283953876859601	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:2001141	BP	e	regulation of RNA biosynthetic process	10/12	3379/20424	7.246053073737843e-07	7	10	0.0003283953876859601	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0051384	BP	e	response to glucocorticoid	4/12	138/20424	9.470346828714998e-07	7	4	0.0004169387836676269	ENSG00000118689, ENSG00000119138, ENSG00000153094, ENSG00000170345
GO:1901652	BP	e	response to peptide	5/12	361/20424	1.200183409111173e-06	5	5	0.0005137118375276129	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000150907, ENSG00000153094
GO:0071407	BP	e	cellular response to organic cyclic compound	5/12	371/20424	1.3729413883801423e-06	5	5	0.0005639286616553449	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000153094
GO:0014070	BP	e	response to organic cyclic compound	6/12	715/20424	1.3906995355248949e-06	4	6	0.0005639286616553449	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000153094, ENSG00000170345
GO:0051252	BP	e	regulation of RNA metabolic process	10/12	3639/20424	1.4810238749772474e-06	6	10	0.0005851563305006258	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0031960	BP	e	response to corticosteroid	4/12	156/20424	1.545616869019759e-06	6	4	0.0005954102583681366	ENSG00000118689, ENSG00000119138, ENSG00000153094, ENSG00000170345
GO:0009893	BP	e	positive regulation of metabolic process	10/12	3674/20424	1.623944039641681e-06	4	10	0.0006103257001667966	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0007166	BP	e	cell surface receptor signaling pathway	8/12	1884/20424	1.8217412707394888e-06	5	8	0.00066836217240059	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000158055, ENSG00000170345
GO:0071396	BP	e	cellular response to lipid	5/12	403/20424	2.061683807610855e-06	5	5	0.0007388019951505969	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000153094
GO:1902895	BP	e	positive regulation of pri-miRNA transcription by RNA polymerase II	3/12	45/20424	2.1685298080142016e-06	12	3	0.0007594289957202461	ENSG00000118689, ENSG00000136826, ENSG00000170345
GO:2000112	BP	e	regulation of cellular macromolecule biosynthetic process	10/12	3836/20424	2.4585829562131733e-06	6	10	0.0008418734393841952	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0010556	BP	e	regulation of macromolecule biosynthetic process	10/12	3864/20424	2.6363510566202214e-06	5	10	0.0008831202919882826	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0010243	BP	e	response to organonitrogen compound	6/12	806/20424	2.793807105318911e-06	4	6	0.0008842408387523433	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:0019219	BP	e	regulation of nucleobase-containing compound metabolic process	10/12	3889/20424	2.80464772715488e-06	5	10	0.0008842408387523433	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:1904645	BP	e	response to amyloid-beta	3/12	49/20424	2.811850288718594e-06	6	3	0.0008842408387523433	ENSG00000087245, ENSG00000118689, ENSG00000153094
GO:0071417	BP	e	cellular response to organonitrogen compound	5/12	432/20424	2.898645829599654e-06	5	5	0.0008933046717660214	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000150907, ENSG00000153094
GO:0034599	BP	e	cellular response to oxidative stress	4/12	189/20424	3.318135749623132e-06	5	4	0.0009984827803368591	ENSG00000087245, ENSG00000118689, ENSG00000150907, ENSG00000170345
GO:0071385	BP	e	cellular response to glucocorticoid stimulus	3/12	52/20424	3.3695310907597297e-06	8	3	0.0009984827803368591	ENSG00000118689, ENSG00000119138, ENSG00000153094
GO:0031326	BP	e	regulation of cellular biosynthetic process	10/12	4020/20424	3.852916220278103e-06	5	10	0.0011201808686465149	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0042981	BP	e	regulation of apoptotic process	7/12	1398/20424	4.0457871425951554e-06	6	7	0.0011544728533379397	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000153094
GO:0010033	BP	e	response to organic substance	8/12	2103/20424	4.21857902945969e-06	3	8	0.0011669100247935524	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:0009889	BP	e	regulation of biosynthetic process	10/12	4080/20424	4.439954437742181e-06	4	10	0.0011669100247935524	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:1901698	BP	e	response to nitrogen compound	6/12	875/20424	4.498657772083323e-06	3	6	0.0011669100247935524	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:1901699	BP	e	cellular response to nitrogen compound	5/12	474/20424	4.563243369462122e-06	4	5	0.0011669100247935524	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000150907, ENSG00000153094
GO:0043067	BP	e	regulation of programmed cell death	7/12	1426/20424	4.6201626924478975e-06	5	7	0.0011669100247935524	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000153094
GO:0051171	BP	e	regulation of nitrogen compound metabolic process	11/12	5482/20424	4.6808704991668165e-06	4	11	0.0011669100247935524	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0009653	BP	e	anatomical structure morphogenesis	7/12	1429/20424	4.685583420497934e-06	2	7	0.0011669100247935524	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000153094, ENSG00000158055
GO:0071384	BP	e	cellular response to corticosteroid stimulus	3/12	58/20424	4.695205499201781e-06	7	3	0.0011669100247935524	ENSG00000118689, ENSG00000119138, ENSG00000153094
GO:0048522	BP	e	positive regulation of cellular process	11/12	5526/20424	5.098150157568942e-06	4	11	0.0012469427901266638	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0048545	BP	e	response to steroid hormone	4/12	214/20424	5.431372881625436e-06	5	4	0.0013076878864525991	ENSG00000118689, ENSG00000119138, ENSG00000153094, ENSG00000170345
GO:0043065	BP	e	positive regulation of apoptotic process	5/12	494/20424	5.583000218533983e-06	7	5	0.0013235146210367713	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000150907, ENSG00000153094
GO:1901653	BP	e	cellular response to peptide	4/12	219/20424	5.951512270797751e-06	6	4	0.0013894977663745842	ENSG00000109320, ENSG00000118689, ENSG00000150907, ENSG00000153094
GO:0080090	BP	e	regulation of primary metabolic process	11/12	5639/20424	6.3279576791032e-06	4	11	0.0014497533847848652	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0043068	BP	e	positive regulation of programmed cell death	5/12	508/20424	6.397769496097789e-06	6	5	0.0014497533847848652	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000150907, ENSG00000153094
GO:0000122	BP	e	negative regulation of transcription by RNA polymerase II	6/12	940/20424	6.807063423517669e-06	11	6	0.0015201455114925181	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
GO:0062197	BP	e	cellular response to chemical stress	4/12	230/20424	7.2248796998681124e-06	4	4	0.0015904024470752534	ENSG00000087245, ENSG00000118689, ENSG00000150907, ENSG00000170345
GO:0007568	BP	e	aging	4/12	234/20424	7.73446641073559e-06	2	4	0.0016785970834228832	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000170345
GO:0051241	BP	e	negative regulation of multicellular organismal process	6/12	978/20424	8.554319915172937e-06	4	6	0.0018307432718458303	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000136826, ENSG00000147862, ENSG00000150907
GO:2000271	BP	e	positive regulation of fibroblast apoptotic process	2/12	8/20424	8.843432246738737e-06	8	2	0.001866691061506811	ENSG00000073282, ENSG00000153094
GO:0031323	BP	e	regulation of cellular metabolic process	11/12	5869/20424	9.690974656159844e-06	4	11	0.002017949033469825	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0007165	BP	e	signal transduction	10/12	4455/20424	1.027545151408731e-05	4	10	0.0021041296734074246	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0042127	BP	e	regulation of cell population proliferation	7/12	1610/20424	1.0377951533452155e-05	4	7	0.0021041296734074246	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907
GO:0071383	BP	e	cellular response to steroid hormone stimulus	3/12	76/20424	1.0633668885869867e-05	6	3	0.002127976673537257	ENSG00000118689, ENSG00000119138, ENSG00000153094
GO:0001542	BP	e	ovulation from ovarian follicle	2/12	9/20424	1.136641554050546e-05	4	2	0.0022454499623544696	ENSG00000087245, ENSG00000118689
GO:0048518	BP	e	positive regulation of biological process	11/12	6020/20424	1.2700221384299614e-05	3	11	0.00247718621912244	ENSG00000073282, ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0060255	BP	e	regulation of macromolecule metabolic process	11/12	6043/20424	1.322600804923099e-05	4	11	0.002547494475382504	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:1901216	BP	e	positive regulation of neuron death	3/12	84/20424	1.4374663319393024e-05	6	3	0.0027345578652904585	ENSG00000118689, ENSG00000153094, ENSG00000170345
GO:0072331	BP	e	signal transduction by p53 class mediator	3/12	86/20424	1.542892126109155e-05	6	3	0.002899320094050728	ENSG00000073282, ENSG00000118689, ENSG00000156127
GO:0010468	BP	e	regulation of gene expression	10/12	4699/20424	1.705257066244541e-05	5	10	0.00316582001611592	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0071496	BP	e	cellular response to external stimulus	4/12	288/20424	1.7532353494468588e-05	3	4	0.003216143273765077	ENSG00000109320, ENSG00000118689, ENSG00000150907, ENSG00000170345
GO:0042221	BP	e	response to chemical	8/12	2566/20424	1.9000598905800598e-05	2	8	0.0034444732769350755	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000170345
GO:0006351	BP	e	transcription, DNA-templated	4/12	300/20424	2.05813256464659e-05	9	4	0.003687647056818524	ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000170345
GO:0097659	BP	e	nucleic acid-templated transcription	4/12	301/20424	2.0851924158914272e-05	8	4	0.0036931873490196553	ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000170345
GO:0009605	BP	e	response to external stimulus	7/12	1818/20424	2.3193480191640645e-05	2	7	0.004061231094011257	ENSG00000087245, ENSG00000109320, ENSG00000118689, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000170345
GO:0006974	BP	e	cellular response to DNA damage stimulus	5/12	692/20424	2.8590972796661807e-05	4	5	0.004950093256446761	ENSG00000073282, ENSG00000118689, ENSG00000150907, ENSG00000153094, ENSG00000156127
GO:0019222	BP	e	regulation of metabolic process	11/12	6555/20424	3.1357657436779473e-05	3	11	0.00536877937159261	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000119138, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0019827	BP	e	stem cell population maintenance	3/12	110/20424	3.2279772841811476e-05	3	3	0.005465923293620583	ENSG00000118689, ENSG00000136826, ENSG00000150907
GO:0034614	BP	e	cellular response to reactive oxygen species	3/12	111/20424	3.316544706272687e-05	6	3	0.005554851889016939	ENSG00000087245, ENSG00000150907, ENSG00000170345
GO:0032502	BP	e	developmental process	10/12	5050/20424	3.370211731273884e-05	1	10	0.005584042211526804	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000153094, ENSG00000156127, ENSG00000158055, ENSG00000170345
GO:0098727	BP	e	maintenance of cell number	3/12	112/20424	3.406697257699294e-05	2	3	0.005584446600413662	ENSG00000118689, ENSG00000136826, ENSG00000150907
GO:0048869	BP	e	cellular developmental process	8/12	2782/20424	3.4798524989108624e-05	2	8	0.005644320753233419	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000170345
GO:0009607	BP	e	response to biotic stimulus	6/12	1256/20424	3.579656090314483e-05	2	6	0.005745720905797486	ENSG00000109320, ENSG00000136826, ENSG00000147862, ENSG00000153094, ENSG00000156127, ENSG00000170345
GO:0006979	BP	e	response to oxidative stress	4/12	348/20424	3.680608841267509e-05	3	4	0.00584685583866918	ENSG00000087245, ENSG00000118689, ENSG00000150907, ENSG00000170345
GO:0048646	BP	e	anatomical structure formation involved in morphogenesis	5/12	735/20424	3.819782344928189e-05	2	5	0.006006023076836579	ENSG00000073282, ENSG00000087245, ENSG00000147862, ENSG00000153094, ENSG00000158055
GO:0045892	BP	e	negative regulation of transcription, DNA-templated	6/12	1276/20424	3.9155547076133446e-05	10	6	0.006080772932652961	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
GO:1903507	BP	e	negative regulation of nucleic acid-templated transcription	6/12	1278/20424	3.9505058831040105e-05	9	6	0.006080772932652961	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
GO:1902679	BP	e	negative regulation of RNA biosynthetic process	6/12	1280/20424	3.98571007981017e-05	8	6	0.006080772932652961	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
GO:2000269	BP	e	regulation of fibroblast apoptotic process	2/12	17/20424	4.2827784979839724e-05	7	2	0.006407119793731556	ENSG00000073282, ENSG00000153094
GO:0051412	BP	e	response to corticosterone	2/12	17/20424	4.2827784979839724e-05	8	2	0.006407119793731556	ENSG00000118689, ENSG00000170345
GO:0030154	BP	e	cell differentiation	7/12	2001/20424	4.354824731291127e-05	3	7	0.00645225906581394	ENSG00000073282, ENSG00000087245, ENSG00000136826, ENSG00000147862, ENSG00000150907, ENSG00000156127, ENSG00000170345
GO:0035148	BP	e	tube formation	3/12	122/20424	4.398329603948767e-05	3	3	0.006454653415928243	ENSG00000147862, ENSG00000153094, ENSG00000158055
GO:0030728	BP	e	ovulation	2/12	18/20424	4.816553053213162e-05	3	2	0.006936286541772112	ENSG00000087245, ENSG00000118689
GO:0055093	BP	e	response to hyperoxia	2/12	18/20424	4.816553053213162e-05	5	2	0.006936286541772112	ENSG00000087245, ENSG00000150907
GO:0034645	BP	e	cellular macromolecule biosynthetic process	5/12	785/20424	5.235559289517939e-05	5	5	0.007469882693720549	ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000170345
GO:0071498	BP	e	cellular response to fluid shear stress	2/12	19/20424	5.381449147922376e-05	4	2	0.0076075917358106315	ENSG00000087245, ENSG00000136826
GO:0048871	BP	e	multicellular organismal homeostasis	3/12	132/20424	5.563026550975544e-05	4	3	0.007792788738543832	ENSG00000073282, ENSG00000150907, ENSG00000158055
GO:0032774	BP	e	RNA biosynthetic process	4/12	392/20424	5.8552049289544896e-05	7	4	0.008128184932455831	ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000170345
GO:0035902	BP	e	response to immobilization stress	2/12	20/20424	5.9774361364997435e-05	3	2	0.008223777984582549	ENSG00000118689, ENSG00000170345
GO:0010508	BP	e	positive regulation of autophagy	3/12	137/20424	6.214358759325899e-05	7	3	0.008396743340421101	ENSG00000118689, ENSG00000150907, ENSG00000153094
GO:0051253	BP	e	negative regulation of RNA metabolic process	6/12	1386/20424	6.251964633738853e-05	7	6	0.008396743340421101	ENSG00000073282, ENSG00000109320, ENSG00000118689, ENSG00000136826, ENSG00000147862, ENSG00000150907
GO:0032501	BP	e	multicellular organismal process	8/12	3011/20424	6.266633033606506e-05	1	8	0.008396743340421101	ENSG00000073282, ENSG00000087245, ENSG00000118689, ENSG00000136826, ENSG00000150907, ENSG00000153094, ENSG00000158055, ENSG00000170345
GO:0001736	BP	e	establishment of planar polarity	2/12	21/20424	6.604483395137935e-05	4	2	0.008698161079972688	ENSG00000073282, ENSG00000158055
GO:0007164	BP	e	establishment of tissue polarity	2/12	21/20424	6.604483395137935e-05	3	2	0.008698161079972688	ENSG00000073282, ENSG00000158055
