# GO	NS	enrichment	name	ratio_in_study	ratio_in_pop	p_uncorrected	depth	study_count	p_fdr_bh	study_items
GO:0030857	BP	e	negative regulation of epithelial cell differentiation	2/6	44/20424	6.766578231550378e-05	6	2	0.02369686453862722	ENSG00000100985, ENSG00000115415
GO:0045646	BP	e	regulation of erythrocyte differentiation	2/6	45/20424	7.080377345485693e-05	7	2	0.0242447854481309	ENSG00000115415, ENSG00000134954
GO:0022617	BP	e	extracellular matrix disassembly	2/6	46/20424	7.401245264561097e-05	6	2	0.024555346192279566	ENSG00000087245, ENSG00000100985
GO:0009719	BP	e	response to endogenous stimulus	4/6	986/20424	7.489786949426566e-05	2	4	0.024555346192279566	ENSG00000087245, ENSG00000102265, ENSG00000115415, ENSG00000185591
GO:1904645	BP	e	response to amyloid-beta	2/6	49/20424	8.406233957021202e-05	6	2	0.026985762300779106	ENSG00000087245, ENSG00000100985
GO:0048013	BP	e	ephrin receptor signaling pathway	2/6	50/20424	8.755349203340936e-05	8	2	0.02749953166586618	ENSG00000087245, ENSG00000100985
GO:0009628	BP	e	response to abiotic stimulus	4/6	1031/20424	8.923204512254584e-05	2	4	0.02749953166586618	ENSG00000087245, ENSG00000100985, ENSG00000102265, ENSG00000115415
GO:0043536	BP	e	positive regulation of blood vessel endothelial cell migration	2/6	52/20424	9.474741489775867e-05	10	2	0.028626723846265946	ENSG00000134954, ENSG00000185591
GO:1904705	BP	e	regulation of vascular associated smooth muscle cell proliferation	2/6	53/20424	9.845012957517326e-05	6	2	0.029173423973535475	ENSG00000087245, ENSG00000100985
GO:0032963	BP	e	collagen metabolic process	2/6	57/20424	0.00011396535991619794	2	2	0.03313381567827725	ENSG00000087245, ENSG00000100985
GO:0048771	BP	e	tissue remodeling	2/6	68/20424	0.00016243106515652743	2	2	0.04635000524068391	ENSG00000087245, ENSG00000102265
GO:0042221	BP	e	response to chemical	5/6	2566/20424	0.00016761242412862172	2	5	0.04695890624359876	ENSG00000087245, ENSG00000100985, ENSG00000102265, ENSG00000115415, ENSG00000185591
GO:0009314	BP	e	response to radiation	3/6	427/20424	0.00017316907948021433	3	3	0.047649327601975405	ENSG00000087245, ENSG00000100985, ENSG00000102265
GO:0071417	BP	e	cellular response to organonitrogen compound	3/6	432/20424	0.00017923832237514166	5	3	0.04845409314874663	ENSG00000087245, ENSG00000115415, ENSG00000185591
GO:0001221	MF	e	transcription coregulator binding	3/6	108/20424	2.842836180478336e-06	4	3	0.013767855622056582	ENSG00000115415, ENSG00000134954, ENSG00000185591
GO:0035035	MF	e	histone acetyltransferase binding	2/6	23/20424	1.8146389122447286e-05	4	2	0.043941481260006104	ENSG00000115415, ENSG00000185591
